date,season,location,roost,roost type,box exp,other animals in roost,time,bat.id,bag nr,genus,species,transmitter,tx mass,tx attachment,tx time on,recap,mass w bag,mass of bag,mass of bat,sex,age,FA.right,FA.left,repro state,nipple ,testes,testes size,bucchal gland,streblids,streblid counts,mites,mite counts,other parasites,parasites coll?,wingpunch (Dna/MHC),wingpunch samples,isotopes,fur samples (isotopes),feces,foto,blood smear,blood sample,vaginal smear,teeth,Team,comment,,,
2015-06-01,summer,Bialowieza,NA,tree,NA,NA,21:00,2015-06-01-11,M0,Nyctalus,noctula,NA,NA,NA,NA,no,59,20,39,f,a,35.4,NA,pre,NA,NA,NA,NA,NA,NA,yes,6,NA,NA,no,0,,,NA,,,,,,,,,,
2015-06-01,summer,Bialowieza,NA,tree,NA,NA,21:00,2015-06-01-12,K33,Vespertilio,murinus,NA,NA,NA,NA,no,45,24,21,f,a,47.7,NA,pre,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,yes,1,,,NA,,,,,,,,,,
2015-06-01,summer,Bialowieza,NA,tree,NA,NA,21:00,2015-06-01-13,K9,Nyctalus,noctula,NA,NA,NA,NA,no,66,26,40,f,a,55.6,NA,pre,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,no,0,,,NA,,,,,,,,,,
2015-06-01,summer,Bialowieza,NA,tree,NA,NA,21:00,2015-06-01-2,S10,Nyctalus,noctula,NA,NA,NA,NA,no,52,12,35,f,a,55.8,NA,pre,NA,NA,NA,NA,NA,NA,yes,2,NA,NA,no,0,,,NA,,,,,,,,,,
2015-06-01,summer,Bialowieza,NA,tree,NA,NA,21:00,2015-06-01-3,NA,Nyctalus,noctula,NA,NA,NA,NA,no,86,48,38,f,a,54.4,NA,pre,NA,NA,NA,NA,NA,NA,yes,8,NA,NA,no,0,,,NA,,,,,,,,,,
2015-06-01,summer,Bialowieza,NA,tree,NA,NA,21:00,2015-06-01-4,NA,Nyctalus,noctula,NA,NA,NA,NA,no,92,53,39,f,a,54.6,NA,pre,NA,NA,NA,NA,NA,NA,yes,4,NA,NA,no,0,,,NA,,,,,,,,,,
2015-06-01,summer,Bialowieza,NA,tree,NA,NA,21:00,2015-06-01-5,E4,Pipistrellus,pip/pyg,NA,NA,NA,NA,no,18,12,6,f,a,31.8,NA,pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,,,NA,,,,,,,,,,
2015-06-01,summer,Bialowieza,NA,tree,NA,NA,21:00,2015-06-01-6,E8,Nyctalus,noctula,NA,NA,NA,NA,no,59,26,33,f,a,54.1,NA,pre,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,no,0,,,NA,,,,,,,,,,
2015-06-01,summer,Bialowieza,NA,tree,NA,NA,21:00,2015-06-01-7,A5,Pipistrellus,pip/pyg,NA,NA,NA,NA,no,20,11,9,f,a,31.0,NA,pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,,,NA,,,,,,,,,,
2015-06-01,summer,Bialowieza,NA,tree,NA,NA,21:00,2015-06-01-8,Z6,Nyctalus,noctula,NA,NA,NA,NA,no,57,23,34,f,a,53.2,NA,pre,NA,NA,NA,NA,NA,NA,yes,2,NA,NA,no,0,,,NA,,,,,,,,,,
2015-06-01,summer,Bialowieza,NA,tree,NA,NA,21:00,2015-06-01-9,K16,Nyctalus,leisleri,NA,NA,NA,NA,no,42,29,13,f,a,NA,NA,nr,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,no,0,,,NA,,,,,,,,,,
2015-07-06,summer,Bischofszell,13,Rundkasten,no,0,NA,00071E801E,NA,Nyctalus,leisleri,NA,NA,NA,NA,yes,47,31,16,m,a,NA,44.2,scr,NA,m,NA,m,no,NA,no,no,no,NA,no,0,no,0,yes,no,yes,no,no,,"Dina, Teague, Marion",,,,
2015-07-06,summer,Bischofszell,136,Rundkasten,no,0,NA,Mus.geneve 333,K15,Myotis,myotis,NA,NA,NA,NA,yes,55,24,31,m,a,NA,60.0,scr,NA,m,NA,NA,no,NA,no,no,no,NA,no,0,no,0,no,no,no,no,no,,"Dina, Teague, Marion",,,,
2015-07-06,summer,Bischofszell,294,Rundkasten,no,0,NA,00074FB7C8,K41,Nyctalus,leisleri,NA,NA,NA,NA,yes,40.5,24,16.5,m,a,NA,43.5,scr,NA,l,NA,l,no,NA,no,no,no,NA,no,0,no,0,yes,no,yes,no,no,,"Dina, Teague, Marion",,,,
2015-07-06,summer,Bischofszell,NA,Rundkasten,no,0,NA,00072A86BE,NA,Nyctalus,noctula,NA,NA,NA,NA,yes,NA,NA,NA,f,a,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,no,no,no,no,,"Dina, Teague, Marion",,,,
2015-08-06,summer,Kreuzlingen Seeburgpark,5,Rundkasten,NA,0,9:30,2015-08-06-1 P.pip/pyg,K15,Pipistrellus,pip/pyg,NA,NA,NA,NA,no,30,25,5,m,a,NA,54.3,scr,NA,l,NA,m,no,NA,yes,1,no,NA,no,0,no,0,no,yes,no,no,no,,"Dina, Teague, Marion",,,,
2015-08-06,summer,Kreuzlingen Seeburgpark,12,Rundkasten,NA,0,10:10,00071A0A15,K3,Nyctalus,noctula,NA,NA,NA,NA,yes,59,24,35,m,a,54.1,NA,scr,NA,l,12.66x7.69,l,no,NA,no,NA,no,NA,no,0,yes,2,no,no,no,no,no,,"Dina, Teague, Marion",,,,
2015-08-06,summer,Kreuzlingen Seeburgpark,W15,Wintertonne,NA,0,10:40,2015-08-06-1 P.nat,K27,Pipistrellus,nathusii,NA,NA,NA,NA,no,29,24.5,45,f,a,29.8,NA,nr,s,NA,NA,s,no,NA,no,NA,no,NA,no,0,yes,1,no,yes,no,no,no,,"Dina, Teague, Marion",,,,
2015-09-03,autmn,Frauenfeld,12,Rundkasten,no,0,14:15,00071DFC91,K3,Nyctalus,noctula,NA,NA,NA,NA,no,58,24,34,m,a,53,NA,scr,NA,l,NA,NA,no,NA,yes,4,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,20,Rundkasten,no,5,14:15,000786D0BD,K4,Nyctalus,noctula,NA,NA,NA,NA,no,50,22,28,f,a,54.6,NA,nr,s,NA,NA,NA,no,NA,no,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,20,Rundkasten,no,5,14:15,000786D6CC,K15,Nyctalus,noctula,NA,NA,NA,NA,no,50,24,26,f,a,54.6,NA,nr,s,NA,NA,NA,no,NA,yes,1,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,20,Rundkasten,no,5,14:15,0007885AA7,K21,Nyctalus,noctula,NA,NA,NA,NA,no,48,28,20,f,a,55.2,NA,nr,s,NA,NA,NA,no,NA,no,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,20,Rundkasten,no,5,14:15,000786D2E7,Z6,Nyctalus,noctula,NA,NA,NA,NA,no,52,22,30,m,a,50.8,NA,scr,NA,l,NA,l,no,NA,no,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,20,Rundkasten,no,5,14:15,000786D554,K6,Nyctalus,noctula,NA,NA,NA,NA,no,48,24,24,f,a,53.9,NA,nr,s,NA,NA,m,no,NA,no,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,20,Rundkasten,no,5,14:15,000786C40E,K27,Nyctalus,noctula,NA,NA,NA,NA,no,49,24,25,f,a,54.2,NA,nr,s,NA,NA,NA,NA,NA,yes,2,no,NA,no,0,yes,2,yes,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,19,Rundkasten,no,3,16:00,000786D295,Z6,Nyctalus,noctula,NA,NA,NA,NA,no,46,22,24,f,a,53.4,NA,nr,s,NA,NA,NA,NA,NA,no,NA,no,NA,no,0,yes,2,yes,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,19,Rundkasten,no,3,16:00,000786D05B,K16,Nyctalus,noctula,NA,NA,NA,NA,no,50,25,25,f,a,53.1,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,yes,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,19,Rundkasten,no,3,16:00,000786D742,K41,Nyctalus,noctula,NA,NA,NA,NA,no,54,24,30,m,a,54.1,NA,scr,NA,m,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,19,Rundkasten,no,3,16:00,000786D785,K21,Nyctalus,noctula,NA,NA,NA,NA,no,48,25,23,f,a,52,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,yes,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,13,Rundkasten,no,0,16:00,0007869394,K27,Nyctalus,noctula,NA,NA,NA,NA,no,52,24,28,m,a,51.1,NA,scr,NA,s,NA,l,NA,NA,NA,NA,no,NA,no,0,yes,2,yes,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,14,Rundkasten,no,2,16:00,000786B5DC,K3,Nyctalus,leisleri,NA,NA,NA,NA,no,40,26,14,f,a,43.1,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,yes,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,14,Rundkasten,no,2,16:00,000786C105,Z6,Nyctalus,leisleri,NA,NA,NA,NA,no,36,22,14,f,a,43,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,yes,no,yes,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,14,Rundkasten,no,2,16:00,0007289D37,K15,Nyctalus,leisleri,NA,NA,NA,NA,yes,38,25,13,m,a,43.5,NA,scr,NA,s,NA,m,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,yes,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,17,Rundkasten,no,0,16:00,00071A1637,K41,Nyctalus,noctula,NA,NA,NA,NA,yes,52,24,28,m,a,52.5,NA,scr,NA,m,NA,l,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,3,Rundkasten,no,8,16:00,00078692E9,K27,Nyctalus,noctula,NA,NA,NA,NA,no,50,23,27,f,a,55.6,NA,nr,s,NA,NA,s,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,3,Rundkasten,no,8,16:00,00071E58EF,Z6,Nyctalus,noctula,NA,NA,NA,NA,no,44,23,21,f,a,52.9,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,3,Rundkasten,no,8,16:00,0007869759,K6,Nyctalus,noctula,NA,NA,NA,NA,no,46,22,24,f,a,52.3,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,yes,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,3,Rundkasten,no,8,16:00,000786DAF1,K16,Nyctalus,noctula,NA,NA,NA,NA,no,50,24,26,f,a,57,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,3,Rundkasten,no,8,16:00,00078695A2,K21,Nyctalus,noctula,NA,NA,NA,NA,no,50,24,26,f,a,54.3,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,3,Rundkasten,no,8,16:00,000786D07D,K15,Nyctalus,noctula,NA,NA,NA,NA,no,52,26,26,f,a,55.9,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,3,Rundkasten,no,8,16:00,00078692ED,Z6,Nyctalus,noctula,NA,NA,NA,NA,no,56,20,26,f,a,54.6,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,3,Rundkasten,no,8,16:00,00071E0258,S6,Nyctalus,noctula,NA,NA,NA,NA,no,54,22,32,m,a,53.3,NA,scr,NA,m,NA,m,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,3,Rundkasten,no,8,16:00,000786D70D,Z4,Nyctalus,noctula,NA,NA,NA,NA,no,48,23,25,f,a,55.8,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,4,Rundkasten,no,0,16:00,000786D3FD,K3,Nyctalus,leisleri,NA,NA,NA,NA,no,40,25,15,m,a,43.6,NA,scr,NA,l,NA,m,NA,NA,NA,NA,no,NA,no,0,yes,2,yes,no,yes,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,36,Rundkasten,no,3,16:00,000786CE99,K3,Nyctalus,leisleri,NA,NA,NA,NA,no,40,25,15,f,a,46.9,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,yes,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,36,Rundkasten,no,3,16:00,000786CD1A,K41,Nyctalus,leisleri,NA,NA,NA,NA,no,39,24,15,f,a,45.2,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,36,Rundkasten,no,3,16:00,000786CB3C,K6,Nyctalus,leisleri,NA,NA,NA,NA,no,34,23,11,f,a,43.7,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,yes,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,36,Rundkasten,no,3,16:00,0007200B70,K19,Nyctalus,leisleri,NA,NA,NA,NA,yes,39,23,16,m,a,44.8,NA,scr,NA,l,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,yes,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,39,Rundkasten,no,1,18:00,2015-09-03-1 P.pip,NA,Pipistrellus,pip/pyg,NA,NA,NA,NA,no,32,24,24,f,a,29.7,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,no,0,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,39,Rundkasten,no,1,18:00,2015-09-03-2 P.pip,NA,Pipistrellus,pip/pyg,NA,NA,NA,NA,no,31,24,24,m,a,NA,NA,scr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,no,0,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,27,Rundkasten,no,1,18:00,2015-09-03-3 P.pip,NA,Pipistrellus,pip/pyg,NA,NA,NA,NA,no,29,22,22,f,a,31.5,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,no,0,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,27,Rundkasten,no,1,18:00,2015-09-03-4 P.pip,NA,Pipistrellus,pip/pyg,NA,NA,NA,NA,no,30,25,25,m,a,30,NA,scr,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,no,0,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,26,Rundkasten,no,2,18:00,000786969E,Z6,Nyctalus,leisleri,NA,NA,NA,NA,no,39,23,23,f,a,47,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,yes,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,26,Rundkasten,no,2,18:00,0007200B8F,M0,Nyctalus,leisleri,NA,NA,NA,NA,yes,36,20,20,f,a,45.4,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,yes,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,26,Rundkasten,no,2,18:00,00071E97FA,K27,Nyctalus,leisleri,NA,NA,NA,NA,yes,38,22,22,m,a,43.6,NA,scr,NA,m,NA,NA,NA,NA,NA,NA,no,NA,no,0,yes,2,no,no,yes,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,46,Rundkasten,no,1,18:00,2015-09-03-1 P.nat,NA,Pipistrellus,nathusii,NA,NA,NA,NA,no,32,24,24,f,a,34.6,NA,nr,s,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,no,0,no,no,no,no,no,,Marion,,,,
2015-09-03,autmn,Frauenfeld,46,Rundkasten,no,1,18:00,2015-09-03-2 P.nat,NA,Pipistrellus,nathusii,NA,NA,NA,NA,no,29,22,22,m,a,34,NA,scr,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,no,0,no,0,no,no,no,no,no,,Marion,,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W16,polish box,no,0,9:30,2015-09-25-1 Pip. Nat,NA,Pipistrellus,nathusii,NA,NA,NA,NA,no,34,24,10,f,a,39.9,NA,nr,NA,NA,NA,NA,no,NA,yes,4,no,no,no,0,no,0,yes,no,yes,no,no,,"Teague, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,00072A86BE,K28,Nyctalus,noctula,NA,NA,NA,NA,no,46,22,24,f,a,54.4,NA,nulli,s,NA,NA,s,yes,1,yes,4,bug,no,no,0,yes,2,yes,no,no,no,no,,"Teague, Alex",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,000786D59F,M0,Nyctalus,noctula,NA,NA,NA,NA,no,45,20,25,f,a,53.7,NA,nulli,s,NA,NA,s,no,NA,yes,1,no,no,no,0,yes,2,yes,no,no,no,no,,"Teague, Alex",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,0007885B07,K11,Nyctalus,noctula,NA,NA,NA,NA,no,50,24,26,f,a,55.1,NA,nulli,s,NA,NA,NA,yes,1,yes,10,no,no,no,0,yes,2,no,no,no,no,no,,"Teague, Alex",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,000786CDD1,K41,Nyctalus,noctula,NA,NA,NA,NA,no,52,24,28,f,a,56,NA,nulli,s,NA,NA,NA,yes,4,no,NA,yes,yes,no,0,yes,2,yes,no,no,no,no,,"Teague, Alex",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,000786CC26,K16,Nyctalus,noctula,NA,NA,NA,NA,no,52,25,27,f,a,53.2,NA,nulli,s,NA,NA,NA,yes,2,yes,5,no,no,no,0,yes,2,no,no,no,no,no,,"Teague, Alex",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,00071E0B5B,K33,Nyctalus,noctula,NA,NA,NA,NA,no,54,25,29,f,a,54.7,NA,nulli,s,NA,NA,NA,yes,6,yes,1,no,no,no,0,yes,2,no,no,no,no,no,,"Teague, Alex",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,000786DE37,K19,Nyctalus,noctula,NA,NA,NA,NA,no,52,24,28,f,a,54.6,NA,nulli,s,NA,NA,NA,yes,2,no,NA,no,no,no,0,yes,2,no,no,no,no,no,,"Teague, Alex",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,00072AB6D7,K42,Nyctalus,noctula,NA,NA,NA,NA,no,50,25,25,f,a,48.9,NA,nulli,s,NA,NA,NA,no,0,yes,7,no,no,no,0,yes,2,no,no,no,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,00074DC737,K7,Nyctalus,noctula,NA,NA,NA,NA,no,50,24,26,f,a,52.4,NA,nulli,s,NA,NA,l,no,0,yes,4,no,no,no,0,yes,2,no,no,no,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,00074F9CCF,K15,Nyctalus,noctula,NA,NA,NA,NA,yes,58,26,32,f,a,50.3,NA,NA,s,NA,NA,l,no,0,yes,3,no,no,no,0,yes,2,no,no,yes,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,000728823B,K36,Nyctalus,noctula,NA,NA,NA,NA,yes,53,24,29,m,a,49.3,NA,nr,NA,NA,NA,m,no,0,yes,1,no,no,no,0,yes,2,yes,no,yes,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,00074C2998,Z6,Nyctalus,noctula,NA,NA,NA,NA,no,48,23,25,f,a,49,NA,nulli,s,NA,NA,NA,no,0,no,0,no,no,no,0,yes,2,no,no,no,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,00074DA549,K3,Nyctalus,noctula,NA,NA,NA,NA,no,54,25,29,f,a,50.5,NA,nulli,s,NA,NA,s,no,0,yes,2,no,no,no,0,yes,2,yes,no,no,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,000728A4D0,K9,Nyctalus,noctula,NA,NA,NA,NA,yes,56,26,30,f,a,56,NA,plac,s,NA,NA,s,no,0,yes,9,no,no,no,0,yes,2,yes,no,yes,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,00074DA2F2,S6,Nyctalus,noctula,NA,NA,NA,NA,no,48,23,25,f,a,53.8,NA,nulli,s,NA,NA,s,no,0,yes,5,no,no,no,0,yes,2,no,no,no,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W37,Wintertonne,no,15,9:30,00075B1894,K21,Nyctalus,noctula,NA,NA,NA,NA,no,50,25,25,f,a,56.3,NA,nulli,s,NA,NA,s,no,0,yes,5,no,no,no,0,yes,2,no,no,no,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,12,Rundkasten,no,7,10:30,00074D9C3D,K17,Nyctalus,noctula,NA,NA,NA,NA,yes,50,23,27,f,a,52.7,NA,plac,m,NA,NA,s,no,0,yes,5,no,no,no,0,yes,2,no,no,yes,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,12,Rundkasten,no,7,10:30,000786CB78,K40,Nyctalus,noctula,NA,NA,NA,NA,no,51,21,30,f,a,55.15,NA,nulli,s,NA,NA,NA,no,0,yes,4,no,no,no,0,yes,2,no,no,no,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,12,Rundkasten,no,7,10:30,000786D706,K8,Nyctalus,noctula,NA,NA,NA,NA,no,51,23,28,m,a,54.05,NA,scr,NA,m,NA,s,no,0,yes,2,no,no,no,0,yes,2,no,no,no,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,12,Rundkasten,no,7,10:30,00075B0905,K31,Nyctalus,noctula,NA,NA,NA,NA,yes,53,23,30,f,a,55.08,NA,plac,m,NA,NA,s,no,0,yes,1,no,no,no,0,yes,2,no,no,yes,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,12,Rundkasten,no,7,10:30,00072C9F29,K37,Nyctalus,noctula,NA,NA,NA,NA,yes,49,22,27,f,a,54,NA,nulli,s,NA,NA,NA,yes,10,yes,10+,no,no,no,0,yes,2,no,no,no,no,no,,"Teague, Alex",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,12,Rundkasten,no,7,10:30,000786D406,K14,Nyctalus,noctula,NA,NA,NA,NA,no,52,22,30,f,a,55.2,NA,plac,m,NA,NA,NA,yes,2,yes,5,no,no,no,0,yes,2,no,no,no,no,no,,"Teague, Alex",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,12,Rundkasten,no,7,10:30,000786D666,K23,Nyctalus,noctula,NA,NA,NA,NA,no,48,24,24,f,a,52.6,NA,nulli,s,NA,NA,NA,yes,1,yes,2,no,no,no,0,yes,2,no,no,no,no,no,,"Teague, Alex",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,12,Rundkasten,no,7,10:30,0007869523,K22,Nyctalus,noctula,NA,NA,NA,NA,no,50,22,28,f,a,NA,NA,nulli,s,NA,NA,NA,yes,3,NA,NA,no,no,no,0,yes,2,yes,no,no,no,no,,"Teague, Alex",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,7,Rundkasten,no,3,11:00,000786CDA7,Z3,Nyctalus,noctula,NA,NA,NA,NA,no,46,21,25,f,a,53.1,NA,nulli,s,NA,NA,NA,yes,1,yes,10+,no,no,no,0,yes,2,no,no,no,no,no,,"Teague, Alex",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,7,Rundkasten,no,3,11:00,00078691CF,K41,Nyctalus,noctula,NA,NA,NA,NA,no,49,24,25,f,a,56.3,NA,nulli,s,NA,NA,NA,yes,4,yes,10+,no,no,no,0,yes,2,no,no,no,no,no,,"Teague, Alex",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,7,Rundkasten,no,3,11:00,0007284DBF,S5,Nyctalus,noctula,NA,NA,NA,NA,yes,53,23,30,m,a,59.3,NA,scr,NA,m,NA,l,no,0,yes,5,no,no,no,0,yes,2,no,no,yes,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,7,Rundkasten,no,3,11:00,0007869250,K35,Nyctalus,noctula,NA,NA,NA,NA,no,53,24,29,f,a,54.2,NA,nulli,s,NA,NA,NA,no,0,yes,12,no,no,no,0,yes,2,no,no,no,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W15,polish box,no,2,13:00,2015-09-25-10 Pip. Pip,K31,Pipistrellus,pip/pyg,NA,NA,NA,NA,NA,30,24,6,m,a,NA,31.2,scr,NA,l,NA,l,NA,NA,NA,NA,NA,NA,no,0,no,0,no,no,no,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W15,polish box,no,2,13:00,2015-09-25-11 Pip. Pip,K17,Pipistrellus,pip/pyg,NA,NA,NA,NA,NA,31,26,5,f,a,NA,31.13,nulli,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,no,0,no,no,no,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,W15,polish box,no,2,13:00,2015-09-25-12 Pip. Pip,K8,Pipistrellus,pip/pyg,NA,NA,NA,NA,NA,30,24,6,f,a,NA,30.75,NA,NA,NA,NA,m,NA,NA,NA,NA,NA,NA,no,0,no,0,no,no,no,no,no,,"Dina, Marion",,,,
2015-09-25,autmn,Kreuzlingen Seeburgpark,32,Rundkasten,no,0,14:30,000786C135,K39,Nyctalus,noctula,NA,NA,NA,NA,no,48,24,24,f,a,54.8,NA,nulli,s,NA,NA,NA,yes,1,yes,5,no,no,no,0,yes,2,no,no,no,no,no,,"Teague, Alex",,,,
