date,season,location,roost,roost type,box exp,other animals in roost,time,bat.id,bag nr,genus,species,transmitter,tx mass,tx attachment,tx time on,recap,mass w bag,mass of bag,mass of bat,sex,age,FA.right,FA.left,repro state,nipple ,testes,testes size,bucchal gland,streblids,streblid counts,mites,mite counts,other parasites,parasites coll?,wingpunch (Dna/MHC),wingpunch samples,isotopes,fur samples (isotopes),feces,foto,blood smear,blood sample,vaginal smear,teeth,Team,comment,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,6,NA,K22-50,NA,Nyctalus,noctula,no,NA,NA,NA,no,62,38,24,f,a,55.5,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,9,NA,K25-13,NA,Nyctalus,noctula,no,NA,NA,NA,no,51,25,26,f,a,54.4,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 48,rundkasten,NA,6,NA,K25-48,NA,Nyctalus,noctula,no,NA,NA,NA,no,65,44,21,f,a,52.5,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,9,NA,K26-13,NA,Nyctalus,noctula,no,NA,NA,NA,no,56,25,31,f,a,57.2,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,6,NA,K26-50,NA,Nyctalus,noctula,no,NA,NA,NA,no,60,35,25,f,a,52,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,9,NA,K28-13,NA,Nyctalus,noctula,no,NA,NA,NA,no,51,23,28,f,a,56.6,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,6,NA,K28-50,NA,Nyctalus,noctula,no,NA,NA,NA,no,64,40,24,f,a,53,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,6,NA,K33-50,NA,Nyctalus,noctula,no,NA,NA,NA,no,56,30,26,f,a,53,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 7,rundkasten,NA,5,NA,K33-7,NA,Nyctalus,noctula,no,NA,NA,NA,no,52,25,27,f,a,56,NA,NA,NA,NA,NA,m,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,9,NA,K35-13,NA,Nyctalus,noctula,no,NA,NA,NA,no,50,24,26,f,a,54.6,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,injured lower lip,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,9,NA,K5-13,NA,Nyctalus,noctula,no,NA,NA,NA,no,52,25,27,f,a,54.6,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,9,NA,K7-13,NA,Nyctalus,noctula,no,NA,NA,NA,no,53,24,29,f,a,54.9,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 48,rundkasten,NA,6,NA,K7-48,NA,Nyctalus,noctula,no,NA,NA,NA,no,73,47,26,f,a,55,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,9,NA,K8-13,NA,Nyctalus,noctula,no,NA,NA,NA,no,52,25,27,f,a,54.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 48,rundkasten,NA,6,NA,K8-48,NA,Nyctalus,noctula,no,NA,NA,NA,no,58,34,24,f,a,54,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2013-09-21,autumn,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,9,NA,NA,NA,Nyctalus,noctula,no,NA,NA,NA,no,69,41,28,f,a,54.7,NA,NA,NA,NA,NA,s,NA,NA,NA,NA,NA,NA,yes,2,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 30,flachkasten,NA,4,NA,0007204149,B79,Nyctalus,noctula,no,NA,NA,NA,no,46,20,26,f,a,54,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,yes,no,yes,,,"vaginal smear, blood smear",,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,1,NA,0007284091,B79,Nyctalus,noctula,no,NA,NA,NA,no,42,20,22,f,a,52.7,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 18,rundkasten,NA,10,NA,0007284237,K35,Nyctalus,noctula,no,NA,NA,NA,no,48,24,24,f,a,56.5,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 30,flachkasten,NA,4,NA,0007284470,K22,Nyctalus,noctula,no,NA,NA,NA,no,48,23,25,f,a,54,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fur,NA,NA,no,no,no,yes,,,vaginal smear,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 12,rundkasten,NA,3,NA,0007284639,B79,Nyctalus,noctula,no,NA,NA,NA,no,43,20,23,f,a,54.8,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,0007285110,K25,Nyctalus,noctula,no,NA,NA,NA,no,47,24,23,f,a,51.2,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,7,NA,0007285526,K39,Nyctalus,noctula,no,NA,NA,NA,no,47,24,23,f,a,54,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 18,rundkasten,NA,10,NA,0007286140,K10,Nyctalus,noctula,no,NA,NA,NA,no,49,22,27,m,a,54.9,NA,scr,NA,s,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,0007286202,K26,Nyctalus,noctula,no,NA,NA,NA,no,50,25,25,f,a,53.6,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,potential fungus sample -> Gudrun,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 12,rundkasten,NA,3,NA,0007287690,K11,Nyctalus,noctula,no,NA,NA,NA,no,50,25,25,f,a,53.1,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,0007284E54,K10,Nyctalus,noctula,no,NA,NA,NA,no,45,24,21,f,a,51.7,NA,(plac),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,7,NA,0007283E82,K33,Nyctalus,noctula,no,NA,NA,NA,yes,50,25,25,f,a,55.2,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,"recapt, probably from 21.9.2013",,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 18,rundkasten,NA,10,NA,000708A277,K39,Nyctalus,noctula,no,NA,NA,NA,yes,51,24,27,m,a,NA,NA,scr,NA,l,NA,NA,NA,NA,NA,NA,NA,NA,no,0,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 18,rundkasten,NA,10,NA,000708B86A,K22,Nyctalus,noctula,no,NA,NA,NA,yes,50,23,27,f,a,NA,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,7,NA,00071A0A15,K20,Nyctalus,noctula,no,NA,NA,NA,yes,52,26,26,m,a,NA,NA,scr,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,n,NA,NA,no,no,no,no,,,recap from 18.4.2013 and 21.9.2013,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,00071A34F8,K27,Nyctalus,noctula,no,NA,NA,NA,yes,51,24,27,m,a,NA,NA,scr,NA,m,5.2x4,NA,NA,NA,NA,NA,NA,NA,no,0,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 30,flachkasten,NA,4,NA,00071A3C2F,K21,Nyctalus,noctula,no,NA,NA,NA,no,49,25,24,f,a,53,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,yes,no,yes,,,"vaginal smear, blood smear",,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,00071A533A,K20,Nyctalus,noctula,no,NA,NA,NA,yes,48,26,22,f,a,NA,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,00071E6D60,K2,Nyctalus,noctula,no,NA,NA,NA,yes,50,24,26,m,a,NA,NA,scr,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,no,0,no,NA,NA,no,no,no,no,,,recap from 21.9.2013,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,000720334C,B79,Nyctalus,noctula,no,NA,NA,NA,yes,48,20,28,m,a,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 30,flachkasten,NA,4,NA,000720628F,K35,Nyctalus,noctula,no,NA,NA,NA,yes,48,24,24,f,a,52,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,7,NA,000725891D,K22,Nyctalus,noctula,no,NA,NA,NA,yes,49,23,26,f,a,NA,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,00072841AE,K33,Nyctalus,noctula,no,NA,NA,NA,no,48,25,23,m,a,54.8,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,7,NA,0007284D16,K31,Nyctalus,noctula,no,NA,NA,NA,no,51,25,26,f,a,54.7,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 18,rundkasten,NA,10,NA,0007284DBF,K7,Nyctalus,noctula,no,NA,NA,NA,no,49,22,27,m,a,54.5,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,1,NA,0007284FA9,K10,Nyctalus,noctula,no,NA,NA,NA,no,46,25,21,f,a,52.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,7,NA,0007284FB2,K20,Nyctalus,noctula,no,NA,NA,NA,no,48,26,22,m,a,53.1,NA,scr,NA,s,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,000728573D,K31,Nyctalus,noctula,no,NA,NA,NA,no,49,25,24,m,a,54.3,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,000728594C,K39,Nyctalus,noctula,no,NA,NA,NA,no,46,23,23,m,a,54,NA,scr,NA,,9,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 18,rundkasten,NA,10,NA,000728672D,K35,Nyctalus,noctula,no,NA,NA,NA,no,49,23,26,f,a,56.7,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,7,NA,0007286AEF,K28,Nyctalus,noctula,no,NA,NA,NA,no,47,23,24,f,a,55.5,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 18,rundkasten,NA,10,NA,0007286AF4,K20,Nyctalus,noctula,no,NA,NA,NA,no,50,25,25,m,a,54.6,NA,scr,NA,l,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,7,NA,0007287D21,F5,Nyctalus,noctula,no,NA,NA,NA,no,45,17,28,f,a,54.9,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,000728823B,K11,Nyctalus,noctula,no,NA,NA,NA,no,47,24,23,m,a,54.2,NA,scr,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 18,rundkasten,NA,10,NA,00072882EF,F5,Nyctalus,noctula,no,NA,NA,NA,no,45,17,28,f,a,55.7,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,7,NA,00072885C2,K33,Nyctalus,noctula,no,NA,NA,NA,no,48,25,23,f,a,53,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,0007288ED4,K38,Nyctalus,noctula,no,NA,NA,NA,no,44,24,20,m,a,53.7,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,potential fungus sample -> Gudrun,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,0007288F81,K28,Nyctalus,noctula,no,NA,NA,NA,no,45,23,22,m,a,55.1,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 12,rundkasten,NA,3,NA,00072890C7,K31,Nyctalus,noctula,no,NA,NA,NA,no,48,25,23,f,a,54.3,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,7,NA,000728916C,K9,Nyctalus,noctula,no,NA,NA,NA,no,53,25,28,f,a,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 30,flachkasten,NA,4,NA,000728A31B,K9,Nyctalus,noctula,no,NA,NA,NA,no,49,26,23,f,a,50,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,7,NA,000728A38F,K35,Nyctalus,noctula,no,NA,NA,NA,no,52,25,27,f,a,56.4,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 18,rundkasten,NA,10,NA,000728B1F0,K31,Nyctalus,noctula,no,NA,NA,NA,no,47,24,23,m,a,54,NA,scr,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,7,NA,000728CA65,K11,Nyctalus,noctula,no,NA,NA,NA,no,49,25,24,f,a,53.8,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 18,rundkasten,NA,10,NA,00074F3A5A,K33,Nyctalus,noctula,no,NA,NA,NA,no,51,25,26,m,a,53,NA,scr,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 18,rundkasten,NA,10,NA,00074F4303,K35,Nyctalus,noctula,no,NA,NA,NA,no,53,24,29,f,a,57.4,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 12,rundkasten,NA,3,NA,00074F54DC,K26,Nyctalus,noctula,no,NA,NA,NA,no,49,24,25,f,a,54.4,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 50,rundkasten,NA,7,NA,00074F687A,K22,Nyctalus,noctula,no,NA,NA,NA,no,48,23,25,f,a,55.1,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,00074F7BBE,K14,Nyctalus,noctula,no,NA,NA,NA,no,48,24,24,f,a,53.6,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,7,NA,00074F800E,K14,Nyctalus,noctula,no,NA,NA,NA,no,51,24,27,f,a,55.6,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,7,NA,00074F960F,K21,Nyctalus,noctula,no,NA,NA,NA,no,52,25,27,f,a,54.1,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 1,rundkasten,NA,14,NA,00074F9EEA,K15,Nyctalus,noctula,no,NA,NA,NA,no,47,26,21,m,a,54,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,yes,no,no,,,blood smear,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 13,rundkasten,NA,7,NA,00074FA6F8,K38,Nyctalus,noctula,no,NA,NA,NA,yes,48,24,24,f,a,54.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,"recapt, probably from 21.9.2013",,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 27,rundkasten,NA,0,NA,2014-04-03-2  P. nat,K11,Pipistrellus,nathusii,no,NA,NA,NA,n/a,31,24.5,6.5,f,a,34.9,NA,plac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,fur,NA,NA,no,no,no,no,,,,,,
2014-04-03,spring,Kreuzlingen Seeburgpark,Kr Kasten 9,rundkasten,NA,0,NA,2014-4-3-1 P. Pig,K15,Pipistrellus,pigmaeus,no,NA,NA,NA,NA,32,26,6,f,a,34.9,NA,nulli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,fur,NA,NA,no,no,no,no,,,,,,
2014-04-07,spring,Kreuzlingen Seeburgpark,WT 37,wintertonne,NA,9,NA,0007284639,NA,Nyctalus,noctula,no,NA,NA,NA,yes,46,23,23,f,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,no,no,no,no,no,,,"in Kasten in einer verschlossenen Mülltüte der am 7.4. abgehängt wurde am 9.4. entdeckt, dh zwei Tage ohne Futter und Wasser. Alle wohlauf und am 9.4. in Kreuzlingen freigelassen",,,
2014-04-07,spring,Kreuzlingen Seeburgpark,WT 37,wintertonne,NA,9,NA,0007285110,NA,Nyctalus,noctula,no,NA,NA,NA,yes,46,25,21,f,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,no,no,no,no,no,,,"in Kasten in einer verschlossenen Mülltüte der am 7.4. abgehängt wurde am 9.4. entdeckt, dh zwei Tage ohne Futter und Wasser. Alle wohlauf und am 9.4. in Kreuzlingen freigelassen, komische Blase am Knie",,,
2014-04-07,spring,Bischofszell,7,NA,NA,3,NA,0007289170,NA,Nyctalus,noctula,no,NA,NA,NA,no,56,25,31,f,a,55.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,no,NA,NA,no,no,no,no,,,,,,
2014-04-07,spring,Bischofszell,513,NA,NA,5,NA,0007288E21,NA,Nyctalus,leisleri,no,NA,NA,NA,no,41,23,18,f,a,44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,yes,no,no,no,,,,,,
2014-04-07,spring,Kreuzlingen Seeburgpark,WT 37,wintertonne,NA,9,NA,00071A1925,NA,Nyctalus,noctula,no,NA,NA,NA,yes,50,26,24,f,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,no,no,no,no,no,,,"recap from 21.9.2013, in Kasten in einer verschlossenen Mülltüte der am 7.4. abgehängt wurde am 9.4. entdeckt, dh zwei Tage ohne Futter und Wasser. Alle wohlauf und am 9.4. in Kreuzlingen freigelassen",,,
2014-04-07,spring,Bischofszell,513,NA,NA,5,NA,00071E801E,NA,Nyctalus,leisleri,no,NA,NA,NA,yes,34,20,14,m,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,no,NA,NA,no,no,no,no,,,,,,
2014-04-07,spring,Bischofszell,119,NA,NA,0,NA,000720734D,NA,Nyctalus,noctula,no,NA,NA,NA,yes,53,25,28,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,no,NA,NA,no,no,no,no,,,,,,
2014-04-07,spring,Bischofszell,90,NA,NA,0,NA,0007284DAE,NA,Nyctalus,leisleri,no,NA,NA,NA,no,40,25,15,m,a,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-07,spring,Bischofszell,513,NA,NA,5,NA,00072878B9,NA,Nyctalus,leisleri,no,NA,NA,NA,no,38,25,13,f,a,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-07,spring,Bischofszell,513,NA,NA,5,NA,00072885D2,NA,Nyctalus,leisleri,no,NA,NA,NA,no,39,25,14,f,a,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-07,spring,Bischofszell,7,NA,NA,3,NA,0007288B67,NA,Nyctalus,noctula,no,NA,NA,NA,no,47,23,24,m,a,54,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
2014-04-07,spring,Bischofszell,7,NA,NA,3,NA,0007288C19,NA,Nyctalus,noctula,no,NA,NA,NA,no,55,26,29,f,a,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,1,fur,NA,NA,no,no,no,no,,,,,,
