"","X","event.id","timestamp","location.long","location.lat","gps.hdop","gps.maximum.signal.strength","gps.satellite.count","ground.speed","height.above.msl","tlag","batID","BatDay","utm.x","utm.y","batIDday"
"A563.1659",1659,5995294219,2018-04-20 21:13:32,-6.44349,37.00187,1.3,426,6,5.13888893,0,32,"A563",2,193568.04027005,4100625.5901322,"A563.2"
"A563.1660",1660,5995294220,2018-04-20 21:14:04,-6.44383,37.00026,1.3,444,6,9.250000074,4,28,"A563",2,193531.302159526,4100447.99410402,"A563.2"
"A563.1661",1661,5995294221,2018-04-20 21:14:32,-6.44467,36.99918,1.4,403,5,8.222222288,12,30,"A563",2,193452.182740566,4100330.83458831,"A563.2"
"A563.1662",1662,5995294222,2018-04-20 21:15:02,-6.44534,36.99777,2.4,291,5,8.222222288,34,30,"A563",2,193386.868185589,4100176.5010102,"A563.2"
"A563.1663",1663,5995294223,2018-04-20 21:15:32,-6.44652,36.99664,1.4,315,5,8.222222288,56,30,"A563",2,193277.275118876,4100054.89009352,"A563.2"
"A563.1664",1664,5995294224,2018-04-20 21:16:02,-6.4477,36.9964,1.3,411,6,3.083333358,62,30,"A563",2,193171.260207866,4100032.06061395,"A563.2"
"A563.1665",1665,5995294225,2018-04-20 21:16:32,-6.4481,36.9949,1.4,266,5,4.111111144,34,30,"A563",2,193129.613812379,4099866.86821725,"A563.2"
"A563.1666",1666,5995294226,2018-04-20 21:17:02,-6.44824,36.99428,1.3,344,6,8.222222288,26,30,"A563",2,193114.654982724,4099798.50695737,"A563.2"
"A563.1667",1667,5995294227,2018-04-20 21:17:32,-6.44785,36.99244,1.3,285,6,6.166666716,4,30,"A563",2,193141.972019374,4099593.02841712,"A563.2"
"A563.1668",1668,5995294228,2018-04-20 21:18:02,-6.44671,36.99212,1.4,417,4,5.13888893,34,31,"A563",2,193242.178685249,4099553.83313898,"A563.2"
"A563.1669",1669,5995294229,2018-04-20 21:18:33,-6.44561,36.99177,1.3,401,6,2.055555572,70,30,"A563",2,193338.704337692,4099511.43845754,"A563.2"
"A563.1670",1670,5995294230,2018-04-20 21:19:03,-6.4461,36.99138,1.3,456,6,15.444444568,88,29,"A563",2,193293.51104366,4099469.73337584,"A563.2"
"A563.1671",1671,5995294231,2018-04-20 21:19:32,-6.44635,36.99207,1.4,390,5,1.027777786,60,31,"A563",2,193274.028394965,4099547.12221683,"A563.2"
"A563.1672",1672,5995294232,2018-04-20 21:20:03,-6.44497,36.99127,1.4,196,4,6.166666716,30,30,"A563",2,193393.67368392,4099453.87993813,"A563.2"
"A563.1673",1673,5995294233,2018-04-20 21:20:33,-6.44395,36.99095,1.3,309,6,4.111111144,22,31,"A563",2,193483.199183505,4099415.07467826,"A563.2"
"A563.1674",1674,5995294234,2018-04-20 21:21:04,-6.44289,36.99082,1.3,416,6,5.13888893,30,28,"A563",2,193577.050058201,4099397.22936933,"A563.2"
"A563.1675",1675,5995294235,2018-04-20 21:21:32,-6.44319,36.99061,1.3,424,6,5.13888893,22,30,"A563",2,193549.496836752,4099374.88862707,"A563.2"
"A563.1676",1676,5995294236,2018-04-20 21:22:02,-6.44321,36.99027,1.3,411,6,3.083333358,18,30,"A563",2,193546.350068986,4099337.21690563,"A563.2"
"A563.1677",1677,5995294237,2018-04-20 21:22:32,-6.44318,36.99066,1.4,394,5,8.222222288,2,31,"A563",2,193550.588054866,4099380.40583467,"A563.2"
"A563.1678",1678,5995294238,2018-04-20 21:23:03,-6.44351,36.99066,2.4,363,5,5.13888893,-2,31,"A563",2,193521.207614843,4099381.46951928,"A563.2"
"A563.1679",1679,5995294239,2018-04-20 21:23:34,-6.44348,36.99072,2.4,361,5,1.027777786,0,31,"A563",2,193524.119666885,4099388.03214382,"A563.2"
"A563.1680",1680,5995294240,2018-04-20 21:24:05,-6.44345,36.9906,1.3,347,6,6.166666716,14,27,"A563",2,193526.308412851,4099374.6167872,"A563.2"
"A563.1681",1681,5995294241,2018-04-20 21:24:32,-6.44341,36.99051,2.4,396,5,4.111111144,18,34,"A563",2,193529.508035471,4099364.49886192,"A563.2"
"A563.1682",1682,5995294242,2018-04-20 21:25:06,-6.44316,36.99025,1.3,335,5,0,46,91,"A563",2,193550.721314122,4099334.83597396,"A563.2"
"A563.1683",1683,5995294243,2018-04-20 21:26:37,-6.44352,36.99065,2.4,316,5,0,-14,30,"A563",2,193520.277114194,4099380.39186584,"A563.2"
"A563.1684",1684,5995294244,2018-04-20 21:27:07,-6.44337,36.99056,3.2,301,4,0,12,29,"A563",2,193533.270219863,4099369.91936816,"A563.2"
"A563.1685",1685,5995294245,2018-04-20 21:27:36,-6.4436,36.99093,3.2,324,4,0,-44,30,"A563",2,193514.279770413,4099411.72660736,"A563.2"
"A563.1686",1686,5995294246,2018-04-20 21:28:06,-6.44339,36.99064,2.4,336,5,0,6,30,"A563",2,193531.811046113,4099378.86293732,"A563.2"
"A563.1687",1687,5995294247,2018-04-20 21:28:36,-6.44354,36.99081,2.4,330,5,0,-8,29,"A563",2,193519.139433862,4099398.21454173,"A563.2"
"A563.1688",1688,5995294248,2018-04-20 21:29:05,-6.44327,36.99054,5.2,239,3,0,20,31,"A563",2,193542.09303272,4099367.37726655,"A563.2"
"A563.1689",1689,5995294249,2018-04-20 21:29:36,-6.44314,36.99063,7.2,190,3,1.027777786,38,32,"A563",2,193554.028780786,4099376.94724682,"A563.2"
"A563.1690",1690,5995294250,2018-04-20 21:30:08,-6.44335,36.99054,3.1,262,4,0,26,27,"A563",2,193534.970490636,4099367.63512654,"A563.2"
"A563.1691",1691,5995294251,2018-04-20 21:30:35,-6.44324,36.99039,3.2,263,3,0,10,30,"A563",2,193544.161274188,4099350.63225375,"A563.2"
"A563.1692",1692,5995294252,2018-04-20 21:31:05,-6.44333,36.99098,3.4,278,3,0,64,30,"A563",2,193538.51913921,4099416.40572655,"A563.2"
"A563.1693",1693,5995294253,2018-04-20 21:31:35,-6.44311,36.99034,5.4,238,3,0,54,31,"A563",2,193555.534531608,4099344.6638097,"A563.2"
"A563.1694",1694,5995294254,2018-04-20 21:32:06,-6.44348,36.99075,3.1,250,4,2.055555572,-4,30,"A563",2,193524.240218428,4099391.36180751,"A563.2"
"A563.1695",1695,5995294255,2018-04-20 21:32:36,-6.44389,36.99059,8.4,275,3,0,-74,31,"A563",2,193487.094269685,4099374.9252788,"A563.2"
"A563.1696",1696,5995294256,2018-04-20 21:33:07,-6.44313,36.99039,3.4,220,3,0,34,29,"A563",2,193553.954788517,4099350.27770971,"A563.2"
"A563.1697",1697,5995294257,2018-04-20 21:33:36,-6.4434,36.99026,3.4,243,3,0,-22,34,"A563",2,193529.393789022,4099336.71943275,"A563.2"
"A563.1698",1698,5995294258,2018-04-20 21:34:10,-6.44348,36.99068,7.2,242,3,0,-4,25,"A563",2,193523.958931626,4099383.59259223,"A563.2"
"A563.1699",1699,5995294259,2018-04-20 21:34:35,-6.44316,36.99041,2.4,294,4,1.027777786,18,33,"A563",2,193551.364189669,4099352.59417792,"A563.2"
"A563.1700",1700,5995294260,2018-04-20 21:35:08,-6.44269,36.98997,4.4,209,3,2.055555572,88,30,"A563",2,193591.441531426,4099302.24436891,"A563.2"
"A563.1701",1701,5995294261,2018-04-20 21:35:38,-6.44444,36.99216,7.1,198,3,5.13888893,-150,29,"A563",2,193444.437535831,4099550.95096977,"A563.2"
"A563.1702",1702,5995294262,2018-04-20 21:36:07,-6.44342,36.99055,7,183,3,1.027777786,-2,35,"A563",2,193528.778449145,4099368.97064682,"A563.2"
"A563.1703",1703,5995294263,2018-04-20 21:36:42,-6.4433,36.99072,3.4,212,3,3.083333358,42,25,"A563",2,193540.145349007,4099387.45194425,"A563.2"
"A563.1704",1704,5995294264,2018-04-20 21:37:07,-6.44366,36.99065,4.4,262,3,0,-26,29,"A563",2,193507.812682565,4099380.84315815,"A563.2"
"A563.1705",1705,5995294265,2018-04-20 21:37:36,-6.44326,36.99083,3.4,226,3,1.027777786,36,547,"A563",2,193544.148605984,4099399.53178132,"A563.2"
"A563.1706",1706,5995294266,2018-04-20 21:46:43,-6.4434,36.9905,2,268,5,0,-12,25,"A563",2,193530.358170911,4099363.3567407,"A563.2"
"A563.1707",1707,5995294267,2018-04-20 21:47:08,-6.44345,36.99062,5.1,134,3,4.111111144,-38,28,"A563",2,193526.388779609,4099376.83656295,"A563.2"
"A563.1708",1708,5995294268,2018-04-20 21:47:36,-6.44347,36.9911,5.1,153,3,0,-24,30,"A563",2,193526.536970558,4099430.17565056,"A563.2"
"A563.1709",1709,5995294269,2018-04-20 21:48:06,-6.4431,36.99064,3.1,247,3,0,54,30,"A563",2,193557.63022672,4099377.92821161,"A563.2"
"A563.1710",1710,5995294270,2018-04-20 21:48:36,-6.44324,36.99015,3.2,241,2,0,54,36,"A563",2,193543.196939732,4099323.99494736,"A563.2"
"A563.1711",1711,5995294271,2018-04-20 21:49:12,-6.44326,36.99034,3,242,4,0,46,26,"A563",2,193542.179730558,4099345.14727861,"A563.2"
"A563.1712",1712,5995294272,2018-04-20 21:49:38,-6.4434,36.99071,3.1,219,4,0,32,30,"A563",2,193531.202009484,4099386.66438572,"A563.2"
"A563.1713",1713,5995294273,2018-04-20 21:50:08,-6.44285,36.99074,3.3,180,2,0,26,29,"A563",2,193580.289903572,4099388.22135389,"A563.2"
"A563.1714",1714,5995294274,2018-04-20 21:50:37,-6.44372,36.99073,3.1,190,4,0,-42,31,"A563",2,193502.792276066,4099389.91567854,"A563.2"
"A563.1715",1715,5995294275,2018-04-20 21:51:08,-6.44311,36.98993,5.1,156,3,0,50,51,"A563",2,193553.8871945,4099299.15841367,"A563.2"
"A563.1716",1716,5995294276,2018-04-20 21:51:59,-6.44354,36.99053,9.2,168,2,0,-18,1505,"A563",2,193518.014268161,4099367.13768022,"A563.2"
"A563.1717",1717,5995294277,2018-04-20 22:17:04,-6.4435,36.99063,1.1,278,6,0,4,31,"A563",2,193521.977379256,4099378.10762122,"A563.2"
"A563.1718",1718,5995294278,2018-04-20 22:17:35,-6.44351,36.99111,2,203,3,0,-58,30,"A563",2,193523.015910104,4099431.414476,"A563.2"
"A563.1719",1719,5995294279,2018-04-20 22:18:05,-6.44347,36.99031,2,224,3,0,76,30,"A563",2,193523.362458069,4099342.49450704,"A563.2"
"A563.1720",1720,5995294280,2018-04-20 22:18:35,-6.44343,36.9905,1.1,233,6,0,38,30,"A563",2,193527.687216143,4099363.45344111,"A563.2"
"A563.1721",1721,5995294281,2018-04-20 22:19:05,-6.44366,36.99061,2,206,4,0,-48,28,"A563",2,193507.651939137,4099376.40360637,"A563.2"
"A563.1722",1722,5995294282,2018-04-20 22:19:33,-6.44369,36.99073,2.1,126,3,0,-72,32,"A563",2,193505.46322298,4099389.81896973,"A563.2"
"A563.1723",1723,5995294283,2018-04-20 22:20:05,-6.4437,36.99035,1.2,205,4,0,-14,31,"A563",2,193503.045830177,4099347.67546392,"A563.2"
"A563.1724",1724,5995294284,2018-04-20 22:20:36,-6.44343,36.99055,1.1,199,5,0,-12,29,"A563",2,193527.888131472,4099369.00288041,"A563.2"
"A563.1725",1725,5995294285,2018-04-20 22:21:05,-6.44346,36.99045,1.4,159,4,0,-28,31,"A563",2,193524.815344501,4099358.00070307,"A563.2"
"A563.1726",1726,5995294286,2018-04-20 22:21:36,-6.44339,36.99049,2,166,3,0,22,30,"A563",2,193531.208306593,4099362.21461957,"A563.2"
"A563.1727",1727,5995294287,2018-04-20 22:22:06,-6.44335,36.99078,1.1,202,4,0,2,30,"A563",2,193535.93486476,4099394.2724349,"A563.2"
"A563.1728",1728,5995294288,2018-04-20 22:22:36,-6.44335,36.99068,2.2,170,3,0,14,30,"A563",2,193535.533041554,4099383.17355633,"A563.2"
"A563.1729",1729,5995294289,2018-04-20 22:23:06,-6.44381,36.99024,1.4,164,3,1.027777786,22,28,"A563",2,193492.81024877,4099335.82129923,"A563.2"
"A563.1730",1730,5995294290,2018-04-20 22:23:34,-6.44334,36.99034,2.4,211,3,0,28,31,"A563",2,193535.05716976,4099345.40513733,"A563.2"
"A563.1731",1731,5995294291,2018-04-20 22:24:05,-6.44311,36.99083,2,144,3,0,48,29,"A563",2,193557.503320968,4099399.04831003,"A563.2"
"A563.1732",1732,5995294292,2018-04-20 22:24:34,-6.44347,36.99054,2.4,146,3,0,-12,31,"A563",2,193524.286677201,4099368.0219278,"A563.2"
"A563.1733",1733,5995294293,2018-04-20 22:25:05,-6.44352,36.9905,1.4,188,4,0,-18,30,"A563",2,193519.6743517,4099363.74354744,"A563.2"
"A563.1734",1734,5995294294,2018-04-20 22:25:35,-6.4434,36.99065,2.3,150,3,0,-14,32,"A563",2,193530.960912328,4099380.00505851,"A563.2"
"A563.1735",1735,5995294295,2018-04-20 22:26:07,-6.44352,36.99058,2.3,101,3,0,-2,32,"A563",2,193519.995824768,4099372.62265055,"A563.2"
"A563.1736",1736,5995294296,2018-04-20 22:26:39,-6.4434,36.9886,7.4,105,3,1.027777786,136,519,"A563",2,193522.723628453,4099152.47807169,"A563.2"
"A563.1737",1737,5995294297,2018-04-20 22:35:18,-6.44338,36.99066,1.1,211,5,0,0,17,"A563",2,193532.781727916,4099381.0504798,"A563.2"
"A563.1738",1738,5995294298,2018-04-20 22:35:35,-6.44347,36.99045,3.1,210,2,0,0,29,"A563",2,193523.925025647,4099358.032937,"A563.2"
"A563.1739",1739,5995294299,2018-04-20 22:36:04,-6.44316,36.99088,2,179,3,0,18,30,"A563",2,193553.252650435,4099404.75890383,"A563.2"
"A563.1740",1740,5995294300,2018-04-20 22:36:34,-6.44351,36.99079,2,152,3,0,-16,34,"A563",2,193521.730009306,4099395.89806208,"A563.2"
"A563.1741",1741,5995294301,2018-04-20 22:37:08,-6.44381,36.9911,2.2,175,3,0,-98,32,"A563",2,193496.266386749,4099431.27166708,"A563.2"
"A563.1742",1742,5995294302,2018-04-20 22:37:40,-6.44416,36.99081,2,130,3,10.27777786,-126,1527,"A563",2,193463.939920063,4099400.21327658,"A563.2"
"A563.1743",1743,5995294303,2018-04-20 23:03:07,-6.44362,36.9908,1.1,238,6,0,28,30,"A563",2,193511.97673096,4099397.36253476,"A563.2"
"A563.1744",1744,5995294304,2018-04-20 23:03:37,-6.44355,36.99057,2.1,220,4,0,4,28,"A563",2,193517.284688199,4099371.60946653,"A563.2"
"A563.1745",1745,5995294305,2018-04-20 23:04:05,-6.44374,36.99071,3,210,4,0,10,30,"A563",2,193500.931271022,4099387.76037559,"A563.2"
"A563.1746",1746,5995294306,2018-04-20 23:04:35,-6.44372,36.9904,2.1,199,4,0,12,30,"A563",2,193501.466121605,4099353.28937598,"A563.2"
"A563.1747",1747,5995294307,2018-04-20 23:05:05,-6.44379,36.98997,2.1,221,4,0,68,30,"A563",2,193493.505845589,4099305.78985127,"A563.2"
"A563.1748",1748,5995294308,2018-04-20 23:05:35,-6.44326,36.9898,5.4,207,3,0,-52,587,"A563",2,193540.009975487,4099285.21334018,"A563.2"
"A563.1749",1749,5995294309,2018-04-20 23:15:22,-6.44342,36.99066,1.1,288,5,0,-16,15,"A563",2,193529.220462402,4099381.17941333,"A563.2"
"A563.1750",1750,5995294310,2018-04-20 23:15:37,-6.44342,36.99076,3.1,198,2,0,-16,29,"A563",2,193529.622293618,4099392.2782921,"A563.2"
"A563.1751",1751,5995294311,2018-04-20 23:16:06,-6.4436,36.9903,2.2,204,3,0,26,29,"A563",2,193511.748106564,4099341.80366816,"A563.2"
"A563.1752",1752,5995294312,2018-04-20 23:16:35,-6.44415,36.99043,4,220,3,0,-30,29,"A563",2,193463.302954635,4099358.00528818,"A563.2"
"A563.1753",1753,5995294313,2018-04-20 23:17:04,-6.44367,36.99039,2.2,231,3,0,38,39,"A563",2,193505.877533348,4099352.01830771,"A563.2"
"A563.1754",1754,5995294314,2018-04-20 23:17:43,-6.44363,36.99042,2.1,261,4,0,16,23,"A563",2,193509.559367654,4099355.21902885,"A563.2"
"A563.1755",1755,5995294315,2018-04-20 23:18:06,-6.44268,36.99016,5.2,287,3,0,168,32,"A563",2,193593.095158912,4099323.30000612,"A563.2"
"A563.1756",1756,5995294316,2018-04-20 23:18:38,-6.44322,36.9908,2.2,246,3,2.055555572,-34,28,"A563",2,193547.589320736,4099396.0731901,"A563.2"
"A563.1757",1757,5995294317,2018-04-20 23:19:06,-6.44336,36.99013,7.2,204,3,0,114,35,"A563",2,193532.432708065,4099322.16195914,"A563.2"
"A563.1758",1758,5995294318,2018-04-20 23:19:41,-6.44298,36.99092,2.2,178,3,0,-50,25,"A563",2,193569.439009929,4099408.61830848,"A563.2"
"A563.1759",1759,5995294319,2018-04-20 23:20:06,-6.44335,36.99028,4.1,336,3,0,8,30,"A563",2,193533.925758082,4099338.77804326,"A563.2"
"A563.1760",1760,5995294320,2018-04-20 23:20:36,-6.44353,36.99018,1.2,313,3,0,10,32,"A563",2,193517.498143381,4099328.25937016,"A563.2"
"A563.1761",1761,5995294321,2018-04-20 23:21:08,-6.44359,36.99048,2.2,161,3,0,18,27,"A563",2,193513.361753841,4099361.74941514,"A563.2"
"A563.1762",1762,5995294322,2018-04-20 23:21:35,-6.44374,36.99025,1.1,313,4,0,-14,31,"A563",2,193499.08268496,4099336.70552976,"A563.2"
"A563.1763",1763,5995294323,2018-04-20 23:22:06,-6.44316,36.99041,5.1,213,3,0,48,35,"A563",2,193551.364189669,4099352.59417792,"A563.2"
"A563.1764",1764,5995294324,2018-04-20 23:22:41,-6.44353,36.99027,1.2,125,3,1.027777786,30,25,"A563",2,193517.859798985,4099338.24836085,"A563.2"
"A563.1765",1765,5995294325,2018-04-20 23:23:06,-6.44335,36.99073,3.1,248,3,0,-64,29,"A563",2,193535.73395304,4099388.7229956,"A563.2"
"A563.1766",1766,5995294326,2018-04-20 23:23:35,-6.44362,36.99075,2.2,213,4,0,-8,29,"A563",2,193511.775803338,4099391.81309501,"A563.2"
"A563.1767",1767,5995294327,2018-04-20 23:24:04,-6.44361,36.99022,1.1,245,4,0,-6,33,"A563",2,193510.536306513,4099332.95680027,"A563.2"
"A563.1768",1768,5995294328,2018-04-20 23:24:37,-6.44321,36.99018,5,283,3,0,118,31,"A563",2,193545.988447106,4099327.22791587,"A563.2"
"A563.1769",1769,5995294329,2018-04-20 23:25:08,-6.44314,36.99035,3.3,193,3,0,66,29,"A563",2,193552.903750946,4099345.87038953,"A563.2"
"A563.1770",1770,5995294330,2018-04-20 23:25:37,-6.44349,36.99062,2.2,195,3,1.027777786,-6,35,"A563",2,193522.827512149,4099376.96549907,"A563.2"
"A563.1771",1771,5995294331,2018-04-20 23:26:12,-6.44328,36.99085,3.1,164,3,0,-50,43,"A563",2,193542.448340483,4099401.81602145,"A563.2"
"A563.1772",1772,5995294332,2018-04-20 23:26:55,-6.44368,36.99052,1.1,215,5,0,12,13,"A563",2,193505.509630795,4099366.47908668,"A563.2"
"A563.1773",1773,5995294333,2018-04-20 23:27:08,-6.44378,36.99046,1.1,191,3,0,-8,32,"A563",2,193496.365326973,4099360.14212326,"A563.2"
"A563.1774",1774,5995294334,2018-04-20 23:27:40,-6.44325,36.9907,3.1,221,3,3.083333358,-56,26,"A563",2,193544.516564963,4099385.07100747,"A563.2"
"A563.1775",1775,5995294335,2018-04-20 23:28:06,-6.44224,36.99187,3.1,299,3,1.027777786,-346,31,"A563",2,193639.138326264,4099511.67290094,"A563.2"
"A563.1776",1776,5995294336,2018-04-20 23:28:37,-6.44358,36.99023,1.1,248,4,0,78,35,"A563",2,193513.247455798,4099333.96998293,"A563.2"
"A563.1777",1777,5995294337,2018-04-20 23:29:12,-6.4429,36.99016,4.4,184,3,1.027777786,140,27,"A563",2,193573.508073254,4099324.00901096,"A563.2"
"A563.1778",1778,5995294338,2018-04-20 23:29:39,-6.44398,36.98993,2.3,144,3,1.027777786,62,36,"A563",2,193476.428922625,4099301.96281601,"A563.2"
"A563.1779",1779,5995294339,2018-04-20 23:30:15,-6.44354,36.99054,1.1,134,3,3.083333358,32,24,"A563",2,193518.054452524,4099368.24756812,"A563.2"
"A563.1780",1780,5995294340,2018-04-20 23:30:39,-6.44351,36.9905,1.1,179,3,0,-40,59,"A563",2,193520.564669981,4099363.71131303,"A563.2"
"A563.1781",1781,5995294341,2018-04-20 23:31:38,-6.4434,36.9906,2.2,214,4,0,4,29,"A563",2,193530.759998289,4099374.45561921,"A563.2"
"A563.1782",1782,5995294342,2018-04-20 23:32:07,-6.44357,36.99049,4,249,4,0,-2,30,"A563",2,193515.182575574,4099362.79483301,"A563.2"
"A563.1783",1783,5995294343,2018-04-20 23:32:37,-6.4437,36.99026,2.4,184,4,1.027777786,50,29,"A563",2,193502.684155984,4099337.68647265,"A563.2"
"A563.1784",1784,5995294344,2018-04-20 23:33:06,-6.44364,36.99074,2.2,180,4,4.111111144,-40,34,"A563",2,193509.954986839,4099390.76767821,"A563.2"
"A563.1785",1785,5995294345,2018-04-20 23:33:40,-6.44336,36.99045,2.2,197,4,0,26,24,"A563",2,193533.718532903,4099357.67836897,"A563.2"
"A563.1786",1786,5995294346,2018-04-20 23:34:04,-6.44341,36.99082,2.1,237,5,0,-58,31,"A563",2,193530.753707305,4099398.90538584,"A563.2"
"A563.1787",1787,5995294347,2018-04-20 23:34:35,-6.44388,36.99015,2.4,249,3,0,106,30,"A563",2,193486.216306651,4099326.05796955,"A563.2"
"A563.1788",1788,5995294348,2018-04-20 23:35:05,-6.44395,36.99007,2.3,206,4,0,94,31,"A563",2,193479.662539133,4099317.40453213,"A563.2"
"A563.1789",1789,5995294349,2018-04-20 23:35:36,-6.44375,36.99019,1.3,233,2,0,96,28,"A563",2,193497.951244526,4099330.0784387,"A563.2"
"A563.1790",1790,5995294350,2018-04-20 23:36:04,-6.44355,36.99037,2.2,238,4,0,30,30,"A563",2,193516.480999812,4099349.41170872,"A563.2"
"A563.1791",1791,5995294351,2018-04-20 23:36:34,-6.44313,36.991,2.2,219,4,0,-164,31,"A563",2,193556.405750935,4099417.98086439,"A563.2"
"A563.1792",1792,5995294352,2018-04-20 23:37:05,-6.44342,36.99053,6.2,248,3,0,20,32,"A563",2,193528.69808322,4099366.75087111,"A563.2"
"A563.1793",1793,5995294353,2018-04-20 23:37:37,-6.44332,36.99044,1,276,6,0,24,28,"A563",2,193537.239626489,4099356.43955015,"A563.2"
"A563.1794",1794,5995294354,2018-04-20 23:38:05,-6.44344,36.99042,2.1,290,5,0,24,29,"A563",2,193526.475432907,4099354.60657195,"A563.2"
"A563.1795",1795,5995294355,2018-04-20 23:38:34,-6.44313,36.99074,2.1,294,5,0,-100,30,"A563",2,193555.361074174,4099389.12378152,"A563.2"
"A563.1796",1796,5995294356,2018-04-20 23:39:04,-6.44346,36.9904,4.4,263,4,0,42,30,"A563",2,193524.614427884,4099352.45126379,"A563.2"
"A563.1797",1797,5995294357,2018-04-20 23:39:34,-6.4433,36.99044,6,198,3,0,32,61,"A563",2,193539.020264351,4099356.37508522,"A563.2"
"A563.1798",1798,5995294358,2018-04-20 23:40:35,-6.44335,36.99111,5.4,224,3,0,-32,28,"A563",2,193537.260887977,4099430.89873503,"A563.2"
"A563.1799",1799,5995294359,2018-04-20 23:41:03,-6.44347,36.99045,2.2,242,4,0,42,31,"A563",2,193523.925025647,4099358.032937,"A563.2"
"A563.1800",1800,5995294360,2018-04-20 23:41:34,-6.44338,36.99056,2.3,273,3,0,24,30,"A563",2,193532.37990232,4099369.95160128,"A563.2"
"A563.1801",1801,5995294361,2018-04-20 23:42:04,-6.44346,36.99054,2.2,219,4,0,2,32,"A563",2,193525.176995001,4099367.98969385,"A563.2"
"A563.1802",1802,5995294362,2018-04-20 23:42:36,-6.44445,36.99137,8.2,244,4,0,-236,28,"A563",2,193440.371739352,4099463.30203491,"A563.2"
"A563.1803",1803,5995294363,2018-04-20 23:43:04,-6.44445,36.99127,8.2,242,3,0,-234,31,"A563",2,193439.96978182,4099452.20315209,"A563.2"
"A563.1804",1804,5995294364,2018-04-20 23:43:35,-6.44363,36.9907,2,249,5,0,-32,29,"A563",2,193510.684559982,4099386.29589081,"A563.2"
"A563.1805",1805,5995294365,2018-04-20 23:44:04,-6.44324,36.9908,2.2,245,4,0,-16,31,"A563",2,193545.808691346,4099396.13765376,"A563.2"
"A563.1806",1806,5995294366,2018-04-20 23:44:35,-6.44402,36.99063,9.2,185,3,0,-62,30,"A563",2,193475.680904454,4099379.7839325,"A563.2"
"A563.1807",1807,5995294367,2018-04-20 23:45:05,-6.44335,36.99052,2.3,229,3,0,32,29,"A563",2,193534.890126369,4099365.41535087,"A563.2"
"A563.1808",1808,5995294368,2018-04-20 23:45:34,-6.44371,36.99044,2,247,5,0,18,31,"A563",2,193502.517186094,4099357.69669146,"A563.2"
"A563.1809",1809,5995294369,2018-04-20 23:46:05,-6.44387,36.99034,6,243,4,0,2,29,"A563",2,193487.870200287,4099347.11360324,"A563.2"
"A563.1810",1810,5995294370,2018-04-20 23:46:34,-6.44265,36.99118,3.2,382,5,9.250000074,22,31,"A563",2,193599.863879956,4099436.41186479,"A563.2"
"A563.1811",1811,5995294371,2018-04-20 23:47:05,-6.43986,36.99039,1,440,6,10.27777786,20,29,"A563",2,193845.089116866,4099339.74327305,"A563.2"
"A563.1812",1812,5995294372,2018-04-20 23:47:34,-6.43616,36.9897,1,429,6,11.305555646,24,29,"A563",2,194171.740103803,4099251.25358935,"A563.2"
"A563.1813",1813,5995294373,2018-04-20 23:48:03,-6.43252,36.98979,1,381,6,11.305555646,8,30,"A563",2,194496.178995572,4099249.54068491,"A563.2"
"A563.1814",1814,5995294374,2018-04-20 23:48:33,-6.43026,36.98975,2,434,5,5.13888893,38,30,"A563",2,194697.231985014,4099237.84196416,"A563.2"
"A563.1815",1815,5995294375,2018-04-20 23:49:03,-6.43271,36.98955,2,319,5,8.222222288,92,30,"A563",2,194478.301481961,4099223.51396594,"A563.2"
"A563.1816",1816,5995294376,2018-04-20 23:49:33,-6.43488,36.98956,1,416,6,6.166666716,2,31,"A563",2,194285.140628543,4099231.59884005,"A563.2"
"A563.1817",1817,5995294377,2018-04-20 23:50:04,-6.43734,36.98989,1,421,6,7.194444502,-4,29,"A563",2,194067.443758141,4099276.13755175,"A563.2"
"A563.1818",1818,5995294378,2018-04-20 23:50:33,-6.43955,36.98984,2,390,5,6.166666716,62,30,"A563",2,193870.481444222,4099277.70135615,"A563.2"
"A563.1819",1819,5995294379,2018-04-20 23:51:03,-6.44244,36.99025,2.2,297,4,8.222222288,64,30,"A563",2,193614.824427858,4099332.51558566,"A563.2"
"A563.1820",1820,5995294380,2018-04-20 23:51:33,-6.4444,36.99061,2.2,361,4,7.194444502,40,31,"A563",2,193441.76847172,4099378.78931345,"A563.2"
"A563.1821",1821,5995294381,2018-04-20 23:52:04,-6.44318,36.99024,1,436,6,10.27777786,32,30,"A563",2,193548.900492006,4099333.7905484,"A563.2"
"A563.1822",1822,5995294382,2018-04-20 23:52:34,-6.44344,36.99071,4.2,268,4,3.083333358,-20,30,"A563",2,193527.640746291,4099386.79332006,"A563.2"
"A563.1823",1823,5995294383,2018-04-20 23:53:04,-6.44338,36.99069,1.4,249,5,2.055555572,4,30,"A563",2,193532.902275778,4099384.38014338,"A563.2"
"A563.1824",1824,5995294384,2018-04-20 23:53:34,-6.44324,36.9906,4.1,344,4,7.194444502,14,32,"A563",2,193545.005071256,4099373.93989741,"A563.2"
"A563.1825",1825,5995294385,2018-04-20 23:54:06,-6.44351,36.99044,2.1,199,4,0,8,30,"A563",2,193520.323566276,4099357.05198576,"A563.2"
"A563.1826",1826,5995294386,2018-04-20 23:54:36,-6.44358,36.99031,2.1,239,4,0,8,30,"A563",2,193513.568932467,4099342.84908593,"A563.2"
