"","X","event.id","timestamp","location.long","location.lat","gps.hdop","gps.maximum.signal.strength","gps.satellite.count","ground.speed","height.above.msl","tlag","batID","BatDay","utm.x","utm.y","batIDday"
"A563.1827",1827,5995294387,2018-04-20 23:55:06,-6.44329,36.99013,4.1,211,3,0,70,31,"A563",2,193538.664966022,4099321.93633158,"A563.2"
"A563.1828",1828,5995294388,2018-04-20 23:55:37,-6.44355,36.99046,2.2,196,3,0,-2,30,"A563",2,193516.842659123,4099359.40069968,"A563.2"
"A563.1829",1829,5995294389,2018-04-20 23:56:07,-6.44358,36.99086,4.1,176,3,4.111111144,-68,28,"A563",2,193515.779100768,4099403.89292119,"A563.2"
"A563.1830",1830,5995294390,2018-04-20 23:56:35,-6.44324,36.99021,2.2,242,3,0,24,33,"A563",2,193543.43802284,4099330.65427389,"A563.2"
"A563.1831",1831,5995294391,2018-04-20 23:57:08,-6.44391,36.99063,4,220,3,0,-18,28,"A563",2,193485.474390092,4099379.42930701,"A563.2"
"A563.1832",1832,5995294392,2018-04-20 23:57:36,-6.44356,36.9903,2.2,175,3,0,10,58,"A563",2,193515.309389127,4099341.67472833,"A563.2"
"A563.1833",1833,5995294393,2018-04-20 23:58:34,-6.44343,36.99064,1.3,178,6,0,-12,32,"A563",2,193528.249779652,4099378.9918712,"A563.2"
"A563.1834",1834,5995294394,2018-04-20 23:59:06,-6.44369,36.99057,6.3,152,3,1.027777786,20,46,"A563",2,193504.820243347,4099372.06076242,"A563.2"
"A563.1835",1835,5995294395,2018-04-20 23:59:52,-6.44335,36.99024,1.3,137,5,1.027777786,4,13,"A563",2,193533.765030558,4099334.33849205,"A563.2"
"A563.1836",1836,5995294396,2018-04-21 00:00:05,-6.44336,36.9903,6.3,249,3,0,36,30,"A563",2,193533.115801318,4099341.03005171,"A563.2"
"A563.1837",1837,5995294397,2018-04-21 00:00:35,-6.44352,36.99056,1.3,248,5,0,6,30,"A563",2,193519.915456445,4099370.40287477,"A563.2"
"A563.1838",1838,5995294398,2018-04-21 00:01:05,-6.44321,36.99042,6.3,207,3,2.055555572,26,29,"A563",2,193546.952773804,4099353.86522211,"A563.2"
"A563.1839",1839,5995294399,2018-04-21 00:01:34,-6.44328,36.9907,2.1,218,3,0,14,30,"A563",2,193541.845617338,4099385.16770385,"A563.2"
"A563.1840",1840,5995294400,2018-04-21 00:02:04,-6.4432,36.99061,1.3,237,5,0,0,30,"A563",2,193548.606519841,4099374.92085851,"A563.2"
"A563.1841",1841,5995294401,2018-04-21 00:02:34,-6.44336,36.99065,1.4,205,4,0,-4,31,"A563",2,193534.52217829,4099379.87612574,"A563.2"
"A563.1842",1842,5995294402,2018-04-21 00:03:05,-6.44351,36.99062,1.4,273,4,0,8,29,"A563",2,193521.046878403,4099377.02996769,"A563.2"
"A563.1843",1843,5995294403,2018-04-21 00:03:34,-6.44347,36.99046,1.4,257,4,0,-2,60,"A563",2,193523.965209115,4099359.14282486,"A563.2"
"A563.1844",1844,5995294404,2018-04-21 00:04:34,-6.44314,36.99066,1.3,260,5,0,-20,30,"A563",2,193554.149320132,4099380.27691015,"A563.2"
"A563.1845",1845,5995294405,2018-04-21 00:05:04,-6.44353,36.99066,1.4,251,4,0,-6,28,"A563",2,193519.426982024,4099381.5339883,"A563.2"
"A563.1846",1846,5995294406,2018-04-21 00:05:32,-6.4433,36.99037,1.4,241,4,0,-6,34,"A563",2,193538.738994333,4099348.6058706,"A563.2"
"A563.1847",1847,5995294407,2018-04-21 00:06:06,-6.44334,36.99091,7,139,3,2.055555572,-62,28,"A563",2,193537.347549763,4099408.66874427,"A563.2"
"A563.1848",1848,5995294408,2018-04-21 00:06:34,-6.44368,36.99069,3.3,98,3,0,-20,31,"A563",2,193506.192793949,4099385.34718181,"A563.2"
"A563.1849",1849,5995294409,2018-04-21 00:07:05,-6.44343,36.99056,1.4,141,4,0,-10,30,"A563",2,193527.928314565,4099370.11276827,"A563.2"
"A563.1850",1850,5995294410,2018-04-21 00:07:35,-6.44336,36.9905,2.4,228,4,0,14,27,"A563",2,193533.919443899,4099363.22780812,"A563.2"
"A563.1851",1851,5995294411,2018-04-21 00:08:02,-6.44357,36.99049,1.4,270,4,0,32,31,"A563",2,193515.182575574,4099362.79483301,"A563.2"
"A563.1852",1852,5995294412,2018-04-21 00:08:33,-6.44328,36.99059,1.3,230,5,0,0,30,"A563",2,193541.403621702,4099372.95893779,"A563.2"
"A563.1853",1853,5995294413,2018-04-21 00:09:03,-6.44342,36.99049,2,218,3,0,10,32,"A563",2,193528.537351481,4099362.3113197,"A563.2"
"A563.1854",1854,5995294414,2018-04-21 00:09:35,-6.44302,36.99026,6.3,234,3,0,44,33,"A563",2,193563.225987523,4099335.4946369,"A563.2"
"A563.1855",1855,5995294415,2018-04-21 00:10:08,-6.44231,36.98991,6.3,219,3,1.027777786,74,26,"A563",2,193625.032835555,4099294.36050549,"A563.2"
"A563.1856",1856,5995294416,2018-04-21 00:10:34,-6.44355,36.99027,3.2,247,3,0,26,31,"A563",2,193516.079157022,4099338.31283,"A563.2"
"A563.1857",1857,5995294417,2018-04-21 00:11:05,-6.4434,36.99031,2,269,4,0,30,27,"A563",2,193529.594701471,4099342.26887185,"A563.2"
"A563.1858",1858,5995294418,2018-04-21 00:11:32,-6.44324,36.99068,2.1,238,3,2.055555572,0,33,"A563",2,193545.326518843,4099382.81899989,"A563.2"
"A563.1859",1859,5995294419,2018-04-21 00:12:05,-6.44354,36.99047,2,235,4,0,12,28,"A563",2,193517.773162179,4099360.47835288,"A563.2"
"A563.1860",1860,5995294420,2018-04-21 00:12:33,-6.44324,36.99039,1.3,208,5,0,36,32,"A563",2,193544.161274188,4099350.63225375,"A563.2"
"A563.1861",1861,5995294421,2018-04-21 00:13:05,-6.44341,36.99051,1.3,216,5,0,16,28,"A563",2,193529.508035471,4099364.49886192,"A563.2"
"A563.1862",1862,5995294422,2018-04-21 00:13:33,-6.44354,36.99059,2.3,209,4,0,2,30,"A563",2,193518.25537448,4099373.79700761,"A563.2"
"A563.1863",1863,5995294423,2018-04-21 00:14:03,-6.44345,36.99046,2.4,154,3,0,28,32,"A563",2,193525.745846587,4099359.07835709,"A563.2"
"A563.1864",1864,5995294424,2018-04-21 00:14:35,-6.44276,36.99005,7,145,3,0,58,69,"A563",2,193585.530659352,4099311.3490573,"A563.2"
"A563.1865",1865,5995294425,2018-04-21 00:15:44,-6.44351,36.99041,1.4,152,4,0,20,25,"A563",2,193520.203014549,4099353.72232215,"A563.2"
"A563.1866",1866,5995294426,2018-04-21 00:16:09,-6.44338,36.99061,2.1,109,3,0,6,28,"A563",2,193532.580815001,4099375.50104052,"A563.2"
"A563.1867",1867,5995294427,2018-04-21 00:16:37,-6.44357,36.99063,1.4,201,4,0,-24,1111,"A563",2,193515.745161902,4099378.33326372,"A563.2"
"A563.1868",1868,5995294428,2018-04-21 00:35:08,-6.4436,36.99057,1.3,155,5,0,8,30,"A563",2,193512.83310081,4099371.77064152,"A563.2"
"A563.1869",1869,5995294429,2018-04-21 00:35:38,-6.44343,36.99072,2.3,98,3,2.055555572,-24,31,"A563",2,193528.571245337,4099387.87097422,"A563.2"
"A563.1870",1870,5995294430,2018-04-21 00:36:09,-6.44331,36.99081,2.1,138,3,1.027777786,-52,27,"A563",2,193539.61667032,4099397.4731674,"A563.2"
"A563.1871",1871,5995294431,2018-04-21 00:36:36,-6.44391,36.99029,2.3,122,2,0,-52,35,"A563",2,193484.107976828,4099341.69311483,"A563.2"
"A563.1872",1872,5995294432,2018-04-21 00:37:11,-6.44371,36.99074,2,171,4,0,30,27,"A563",2,193503.722778248,4099390.99333015,"A563.2"
"A563.1873",1873,5995294433,2018-04-21 00:37:38,-6.44329,36.99099,2,138,4,0,42,30,"A563",2,193542.1205715,4099417.38668385,"A563.2"
"A563.1874",1874,5995294434,2018-04-21 00:38:08,-6.44356,36.99056,3,127,3,1.027777786,-4,30,"A563",2,193516.354186101,4099370.53181343,"A563.2"
"A563.1875",1875,5995294435,2018-04-21 00:38:38,-6.44357,36.99059,1.2,188,5,0,4,1063,"A563",2,193515.584422764,4099373.89371206,"A563.2"
"A563.1876",1876,5995294436,2018-04-21 00:56:21,-6.44344,36.99055,7,108,2,1.027777786,4,552,"A563",2,193526.997813796,4099369.03511408,"A563.2"
"A563.1877",1877,5995294437,2018-04-21 01:05:33,-6.44357,36.99056,1.2,175,4,0,0,36,"A563",2,193515.463868509,4099370.56404833,"A563.2"
"A563.1878",1878,5995294438,2018-04-21 01:06:09,-6.44384,36.99007,2.3,166,2,0,0,25,"A563",2,193489.456096702,4099317.04991587,"A563.2"
"A563.1879",1879,5995294439,2018-04-21 01:06:34,-6.44342,36.99052,2.2,200,4,0,-56,35,"A563",2,193528.657900271,4099365.64098325,"A563.2"
"A563.1880",1880,5995294440,2018-04-21 01:07:09,-6.44336,36.99042,1.3,179,4,0,4,29,"A563",2,193533.597986418,4099354.3487055,"A563.2"
"A563.1881",1881,5995294441,2018-04-21 01:07:38,-6.44359,36.99046,2.2,169,4,0,-18,33,"A563",2,193513.281384065,4099359.52963934,"A563.2"
"A563.1882",1882,5995294442,2018-04-21 01:08:11,-6.44387,36.99006,2.1,141,2,0,-16,30,"A563",2,193486.7449387,4099316.03674032,"A563.2"
"A563.1883",1883,5995294443,2018-04-21 01:08:41,-6.44387,36.99052,1.2,141,4,1.027777786,80,27,"A563",2,193488.593586609,4099367.09158703,"A563.2"
"A563.1884",1884,5995294444,2018-04-21 01:09:08,-6.44379,36.99062,1.2,142,4,0,-28,31,"A563",2,193496.118004875,4099377.93256781,"A563.2"
"A563.1885",1885,5995294445,2018-04-21 01:09:39,-6.44354,36.99066,1.3,193,4,0,-26,59,"A563",2,193518.53666561,4099381.56622295,"A563.2"
"A563.1886",1886,5995294446,2018-04-21 01:10:38,-6.44345,36.99067,1.2,203,4,0,8,58,"A563",2,193526.58969667,4099382.38600235,"A563.2"
"A563.1887",1887,5995294447,2018-04-21 01:11:36,-6.44341,36.99075,3.1,159,3,0,-32,33,"A563",2,193530.472425783,4099391.13617067,"A563.2"
"A563.1888",1888,5995294448,2018-04-21 01:12:09,-6.44355,36.99064,1.2,184,4,0,-30,NA,"A563",2,193517.565980019,4099379.37868187,"A563.2"
