"","X","event.id","timestamp","location.long","location.lat","gps.hdop","gps.maximum.signal.strength","gps.satellite.count","ground.speed","height.above.msl","tlag","batID","BatDay","utm.x","utm.y","batIDday"
"A563.1222",1222,5995293782,2018-04-19 19:41:36,-6.4508,37.03708,7,361,3,4.111111144,222,30,"A563",1,193059.19821805,4104557.11681721,"A563.1"
"A563.1223",1223,5995293783,2018-04-19 19:42:06,-6.45023,37.03824,6.4,370,3,3.083333358,196,30,"A563",1,193114.590951386,4104684.02275152,"A563.1"
"A563.1224",1224,5995293784,2018-04-19 19:42:36,-6.44941,37.0392,6.4,411,3,3.083333358,172,29,"A563",1,193191.419949436,4104787.92338404,"A563.1"
"A563.1225",1225,5995293785,2018-04-19 19:43:05,-6.44888,37.04062,6.3,410,3,6.166666716,148,30,"A563",1,193244.298279507,4104943.81648991,"A563.1"
"A563.1226",1226,5995293786,2018-04-19 19:43:35,-6.44712,37.04203,6.3,373,3,7.194444502,134,31,"A563",1,193406.569758236,4105094.62818908,"A563.1"
"A563.1227",1227,5995293787,2018-04-19 19:44:06,-6.4465,37.04359,6.2,351,3,7.194444502,126,30,"A563",1,193468.013910995,4105265.77034435,"A563.1"
"A563.1228",1228,5995293788,2018-04-19 19:44:36,-6.44522,37.04565,6.2,349,3,8.222222288,120,30,"A563",1,193590.1875609,4105490.27768415,"A563.1"
"A563.1229",1229,5995293789,2018-04-19 19:45:06,-6.44419,37.04804,6.2,339,3,5.13888893,122,30,"A563",1,193691.442285276,4105752.21942926,"A563.1"
"A563.1230",1230,5995293790,2018-04-19 19:45:36,-6.44332,37.05068,6.1,354,3,10.27777786,130,30,"A563",1,193779.463835618,4106042.42547515,"A563.1"
"A563.1231",1231,5995293791,2018-04-19 19:46:06,-6.44279,37.05266,6.1,412,3,8.222222288,116,30,"A563",1,193834.579404571,4106260.47546058,"A563.1"
"A563.1232",1232,5995293792,2018-04-19 19:46:36,-6.44151,37.05428,6,386,3,8.222222288,66,30,"A563",1,193954.962408916,4106436.15149416,"A563.1"
"A563.1233",1233,5995293793,2018-04-19 19:47:06,-6.44046,37.05665,6,383,3,9.250000074,68,30,"A563",1,194057.896806143,4106695.81226531,"A563.1"
"A563.1234",1234,5995293794,2018-04-19 19:47:36,-6.43925,37.05875,6,386,3,6.166666716,64,30,"A563",1,194173.972745842,4106924.99134988,"A563.1"
"A563.1235",1235,5995293795,2018-04-19 19:48:06,-6.43951,37.06123,5.4,358,3,12.333333432,48,30,"A563",1,194160.81539761,4107201.08294706,"A563.1"
"A563.1236",1236,5995293796,2018-04-19 19:48:36,-6.43894,37.063,5.4,388,3,10.27777786,52,30,"A563",1,194218.631157827,4107395.69800326,"A563.1"
"A563.1237",1237,5995293797,2018-04-19 19:49:06,-6.43798,37.06435,5.4,357,3,8.222222288,64,30,"A563",1,194309.445337958,4107542.44163298,"A563.1"
"A563.1238",1238,5995293798,2018-04-19 19:49:36,-6.43785,37.067,5.3,378,3,3.083333358,42,568,"A563",1,194331.657990967,4107836.14515786,"A563.1"
"A563.1239",1239,5995293799,2018-04-19 19:59:04,-6.45641,37.10462,0.4,421,6,14.416666782,42,29,"A563",1,192832.966401786,4112071.53762932,"A563.1"
"A563.1240",1240,5995293800,2018-04-19 19:59:33,-6.45959,37.10751,0.4,400,6,13.388888996,34,29,"A563",1,192561.968462072,4112402.6062083,"A563.1"
"A563.1241",1241,5995293801,2018-04-19 20:00:02,-6.46241,37.10994,0.4,383,6,11.305555646,54,29,"A563",1,192321.129832582,4112681.46092453,"A563.1"
"A563.1242",1242,5995293802,2018-04-19 20:00:31,-6.46337,37.11268,1.4,349,4,11.305555646,48,32,"A563",1,192246.898499636,4112988.69157911,"A563.1"
"A563.1243",1243,5995293803,2018-04-19 20:01:03,-6.46708,37.11439,1.4,308,4,11.305555646,52,30,"A563",1,191924.058343687,4113190.53545761,"A563.1"
"A563.1244",1244,5995293804,2018-04-19 20:01:33,-6.47026,37.11646,2,356,5,11.305555646,50,30,"A563",1,191649.804348853,4113430.62551604,"A563.1"
"A563.1245",1245,5995293805,2018-04-19 20:02:03,-6.472,37.11793,0.4,362,6,9.250000074,12,30,"A563",1,191501.118388989,4113599.44360545,"A563.1"
"A563.1246",1246,5995293806,2018-04-19 20:02:33,-6.47513,37.1185,2.1,363,4,11.305555646,54,30,"A563",1,191225.23255148,4113672.89927447,"A563.1"
"A563.1247",1247,5995293807,2018-04-19 20:03:03,-6.47624,37.12115,2,328,5,11.305555646,36,30,"A563",1,191137.355579197,4113970.64259738,"A563.1"
"A563.1248",1248,5995293808,2018-04-19 20:03:33,-6.47778,37.12349,1,383,5,6.166666716,28,30,"A563",1,191010.007269075,4114235.38167993,"A563.1"
"A563.1249",1249,5995293809,2018-04-19 20:04:03,-6.47727,37.12292,1,416,5,7.194444502,30,30,"A563",1,191053.014243489,4114170.45410798,"A563.1"
"A563.1250",1250,5995293810,2018-04-19 20:04:33,-6.47617,37.12197,1,335,5,6.166666716,48,30,"A563",1,191146.913726671,4114061.42746081,"A563.1"
"A563.1251",1251,5995293811,2018-04-19 20:05:03,-6.47669,37.12012,2,424,4,9.250000074,32,30,"A563",1,191093.168207858,4113857.78782543,"A563.1"
"A563.1252",1252,5995293812,2018-04-19 20:05:33,-6.47582,37.11935,1,303,4,4.111111144,44,30,"A563",1,191167.361693908,4113769.48967477,"A563.1"
"A563.1253",1253,5995293813,2018-04-19 20:06:03,-6.47709,37.119,2,291,5,10.27777786,30,30,"A563",1,191053.057650421,4113734.78104252,"A563.1"
"A563.1254",1254,5995293814,2018-04-19 20:06:33,-6.4782,37.12123,0.4,335,6,7.194444502,50,30,"A563",1,190963.477519944,4113985.91019641,"A563.1"
"A563.1255",1255,5995293815,2018-04-19 20:07:03,-6.47712,37.12081,1,338,5,6.166666716,24,31,"A563",1,191057.757831468,4113935.77327401,"A563.1"
"A563.1256",1256,5995293816,2018-04-19 20:07:34,-6.47622,37.11913,0.4,408,6,6.166666716,36,29,"A563",1,191130.913924724,4113746.3748285,"A563.1"
"A563.1257",1257,5995293817,2018-04-19 20:08:03,-6.47493,37.11876,1.1,334,3,4.111111144,28,31,"A563",1,191244.066548901,4113701.10558304,"A563.1"
"A563.1258",1258,5995293818,2018-04-19 20:08:34,-6.47544,37.12179,2.1,317,5,13.388888996,70,29,"A563",1,191211.062740142,4114039.07065528,"A563.1"
"A563.1259",1259,5995293819,2018-04-19 20:09:03,-6.47515,37.12073,1,301,5,5.13888893,34,30,"A563",1,191232.525707071,4113920.47512191,"A563.1"
"A563.1260",1260,5995293820,2018-04-19 20:09:33,-6.47561,37.11969,0.4,365,6,6.166666716,16,30,"A563",1,191187.409992729,4113806.54258767,"A563.1"
"A563.1261",1261,5995293821,2018-04-19 20:10:03,-6.4745,37.11857,1,410,5,5.13888893,-22,30,"A563",1,191281.513215,4113678.61676866,"A563.1"
"A563.1262",1262,5995293822,2018-04-19 20:10:33,-6.47458,37.11702,1,403,4,4.111111144,38,30,"A563",1,191268.099103249,4113506.84078202,"A563.1"
"A563.1263",1263,5995293823,2018-04-19 20:11:03,-6.47419,37.11623,1,409,5,4.111111144,-6,30,"A563",1,191299.551650008,4113417.88762487,"A563.1"
"A563.1264",1264,5995293824,2018-04-19 20:11:33,-6.47325,37.11504,1.3,189,3,4.111111144,26,30,"A563",1,191378.266329176,4113282.74752674,"A563.1"
"A563.1265",1265,5995293825,2018-04-19 20:12:03,-6.47333,37.1141,1,361,4,5.13888893,2,30,"A563",1,191367.334292841,4113178.67620744,"A563.1"
"A563.1266",1266,5995293826,2018-04-19 20:12:33,-6.47166,37.11399,2.4,334,3,3.083333358,-94,30,"A563",1,191515.329708502,4113161.03190133,"A563.1"
"A563.1267",1267,5995293827,2018-04-19 20:13:03,-6.47062,37.11346,2.1,387,4,4.111111144,-102,30,"A563",1,191605.620216214,4113098.82308748,"A563.1"
"A563.1268",1268,5995293828,2018-04-19 20:13:33,-6.47074,37.11238,2.4,373,3,3.083333358,-82,30,"A563",1,191590.566854257,4112979.3430239,"A563.1"
"A563.1269",1269,5995293829,2018-04-19 20:14:03,-6.47016,37.11167,2.1,376,4,4.111111144,-88,31,"A563",1,191639.239476009,4112898.65279214,"A563.1"
"A563.1270",1270,5995293830,2018-04-19 20:14:34,-6.47199,37.11117,2.3,320,4,11.305555646,76,29,"A563",1,191474.538381876,4112849.11065462,"A563.1"
"A563.1271",1271,5995293831,2018-04-19 20:15:03,-6.47242,37.11285,1.4,313,4,8.222222288,28,30,"A563",1,191443.142245373,4113036.97516211,"A563.1"
"A563.1272",1272,5995293832,2018-04-19 20:15:33,-6.47188,37.11536,2.3,314,4,11.305555646,50,30,"A563",1,191501.341153756,4113313.80569521,"A563.1"
"A563.1273",1273,5995293833,2018-04-19 20:16:03,-6.47184,37.11489,1.2,379,5,7.194444502,-30,30,"A563",1,191502.986840873,4113261.50967349,"A563.1"
"A563.1274",1274,5995293834,2018-04-19 20:16:33,-6.47357,37.11366,1.2,380,5,7.194444502,-26,30,"A563",1,191344.212553962,4113130.62140074,"A563.1"
"A563.1275",1275,5995293835,2018-04-19 20:17:03,-6.47303,37.1129,2.3,355,3,4.111111144,16,30,"A563",1,191389.12311566,4113044.51017044,"A563.1"
"A563.1276",1276,5995293836,2018-04-19 20:17:33,-6.47207,37.11258,2.3,378,3,3.083333358,28,30,"A563",1,191473.156321351,4113005.86851375,"A563.1"
"A563.1277",1277,5995293837,2018-04-19 20:18:03,-6.47011,37.11302,2.1,312,4,5.13888893,-104,30,"A563",1,191649.16637728,4113048.32815658,"A563.1"
"A563.1278",1278,5995293838,2018-04-19 20:18:33,-6.46894,37.11277,2.3,423,3,3.083333358,-166,30,"A563",1,191752.151376818,4113016.77574951,"A563.1"
"A563.1279",1279,5995293839,2018-04-19 20:19:03,-6.46788,37.11193,1.2,314,5,4.111111144,-42,30,"A563",1,191842.964752269,4112920.09746808,"A563.1"
"A563.1280",1280,5995293840,2018-04-19 20:19:33,-6.46773,37.11126,2.1,344,4,4.111111144,-134,30,"A563",1,191853.579296292,4112845.24596292,"A563.1"
"A563.1281",1281,5995293841,2018-04-19 20:20:03,-6.4689,37.10977,1.2,259,4,7.194444502,-4,30,"A563",1,191743.528440528,4112683.67255981,"A563.1"
"A563.1282",1282,5995293842,2018-04-19 20:20:33,-6.46862,37.10857,2.1,249,4,5.13888893,-72,31,"A563",1,191763.547605962,4112549.57306313,"A563.1"
"A563.1283",1283,5995293843,2018-04-19 20:21:04,-6.46852,37.10719,2.1,388,4,6.166666716,-26,30,"A563",1,191766.83595422,4112396.08041251,"A563.1"
"A563.1284",1284,5995293844,2018-04-19 20:21:34,-6.46756,37.10636,2.1,407,4,5.13888893,-80,29,"A563",1,191848.808033099,4112300.83768791,"A563.1"
"A563.1285",1285,5995293845,2018-04-19 20:22:03,-6.4672,37.10498,1.2,332,4,4.111111144,8,30,"A563",1,191875.21217695,4112146.50035534,"A563.1"
"A563.1286",1286,5995293846,2018-04-19 20:22:33,-6.46702,37.10344,1.2,419,5,7.194444502,32,30,"A563",1,191884.966645569,4111974.98949176,"A563.1"
"A563.1287",1287,5995293847,2018-04-19 20:23:03,-6.46626,37.10263,1.2,416,4,5.13888893,-4,30,"A563",1,191949.245588286,4111882.61779711,"A563.1"
"A563.1288",1288,5995293848,2018-04-19 20:23:33,-6.4641,37.10214,1.2,326,4,5.13888893,12,30,"A563",1,192139.285576285,4111821.21790572,"A563.1"
"A563.1289",1289,5995293849,2018-04-19 20:24:03,-6.46318,37.10117,2.1,331,4,6.166666716,-20,30,"A563",1,192217.144585559,4111710.5706089,"A563.1"
"A563.1290",1290,5995293850,2018-04-19 20:24:33,-6.46177,37.10031,2.1,343,4,6.166666716,-38,30,"A563",1,192339.014072625,4111610.54341758,"A563.1"
"A563.1291",1291,5995293851,2018-04-19 20:25:03,-6.46029,37.09944,2.1,373,4,4.111111144,-36,31,"A563",1,192467.069259042,4111509.18128399,"A563.1"
"A563.1292",1292,5995293852,2018-04-19 20:25:34,-6.45836,37.0989,1.2,404,5,9.250000074,-28,29,"A563",1,192636.470125743,4111442.98970109,"A563.1"
"A563.1293",1293,5995293853,2018-04-19 20:26:03,-6.45672,37.09861,1.2,367,5,5.13888893,-18,30,"A563",1,192781.101716401,4111405.48867975,"A563.1"
"A563.1294",1294,5995293854,2018-04-19 20:26:33,-6.45506,37.09754,1.2,421,5,6.166666716,16,30,"A563",1,192924.359718645,4111281.35291697,"A563.1"
"A563.1295",1295,5995293855,2018-04-19 20:27:03,-6.45331,37.09729,2.2,379,3,4.111111144,-30,30,"A563",1,193078.936306512,4111247.94073254,"A563.1"
"A563.1296",1296,5995293856,2018-04-19 20:27:33,-6.45232,37.09631,1.2,418,5,4.111111144,-36,30,"A563",1,193162.996200922,4111135.96694044,"A563.1"
"A563.1297",1297,5995293857,2018-04-19 20:28:03,-6.45069,37.0958,2,245,4,5.13888893,-36,30,"A563",1,193305.857498357,4111074.08990825,"A563.1"
"A563.1298",1298,5995293858,2018-04-19 20:28:33,-6.44893,37.09526,2.2,302,3,7.194444502,-36,31,"A563",1,193460.157852126,4111008.46556979,"A563.1"
"A563.1299",1299,5995293859,2018-04-19 20:29:04,-6.44694,37.09506,2,341,4,5.13888893,-52,29,"A563",1,193636.280565812,4110979.83793262,"A563.1"
"A563.1300",1300,5995293860,2018-04-19 20:29:33,-6.44516,37.09423,2.2,314,3,5.13888893,-34,32,"A563",1,193791.194179563,4110881.96821944,"A563.1"
"A563.1301",1301,5995293861,2018-04-19 20:30:05,-6.44303,37.09413,1.2,397,5,6.166666716,-14,29,"A563",1,193980.170225436,4110863.99503765,"A563.1"
"A563.1302",1302,5995293862,2018-04-19 20:30:34,-6.44124,37.09323,2,305,4,6.166666716,-18,29,"A563",1,194135.696824583,4110758.33049165,"A563.1"
"A563.1303",1303,5995293863,2018-04-19 20:31:03,-6.43996,37.09194,2,387,4,6.166666716,-18,30,"A563",1,194244.312644501,4110611.02680682,"A563.1"
"A563.1304",1304,5995293864,2018-04-19 20:31:33,-6.43962,37.09029,1.2,326,5,7.194444502,-12,30,"A563",1,194267.904659076,4110426.7976352,"A563.1"
"A563.1305",1305,5995293865,2018-04-19 20:32:03,-6.43806,37.08925,2,290,4,6.166666716,-10,30,"A563",1,194402.42949677,4110306.34153166,"A563.1"
"A563.1306",1306,5995293866,2018-04-19 20:32:33,-6.4358,37.08923,2.1,356,3,8.222222288,-12,30,"A563",1,194603.299050358,4110296.84358968,"A563.1"
"A563.1307",1307,5995293867,2018-04-19 20:33:03,-6.43379,37.08977,2.1,320,3,5.13888893,-30,30,"A563",1,194784.188711231,4110350.30900217,"A563.1"
"A563.1308",1308,5995293868,2018-04-19 20:33:33,-6.43279,37.08887,2.2,212,3,4.111111144,26,30,"A563",1,194869.490355621,4110247.20132068,"A563.1"
"A563.1309",1309,5995293869,2018-04-19 20:34:03,-6.43173,37.08858,2.1,246,3,2.055555572,-44,31,"A563",1,194962.577563175,4110211.60536206,"A563.1"
"A563.1310",1310,5995293870,2018-04-19 20:34:34,-6.43089,37.08814,1.2,368,5,4.111111144,-30,28,"A563",1,195035.501852728,4110160.06926022,"A563.1"
"A563.1311",1311,5995293871,2018-04-19 20:35:02,-6.43008,37.08746,1.4,280,3,5.13888893,-26,31,"A563",1,195104.796672814,4110081.99277928,"A563.1"
"A563.1312",1312,5995293872,2018-04-19 20:35:33,-6.4302,37.08628,2.2,285,3,3.083333358,0,30,"A563",1,195089.392625962,4109951.41082393,"A563.1"
"A563.1313",1313,5995293873,2018-04-19 20:36:03,-6.42937,37.08609,2,316,4,2.055555572,-58,30,"A563",1,195162.433519256,4109927.65552787,"A563.1"
"A563.1314",1314,5995293874,2018-04-19 20:36:33,-6.42855,37.08542,1.2,373,5,2.055555572,-28,30,"A563",1,195232.660898306,4109850.65807713,"A563.1"
"A563.1315",1315,5995293875,2018-04-19 20:37:03,-6.42828,37.08509,1.3,249,4,2.055555572,-70,30,"A563",1,195255.346248807,4109813.16424352,"A563.1"
"A563.1316",1316,5995293876,2018-04-19 20:37:33,-6.42887,37.08421,2,338,3,5.13888893,-60,30,"A563",1,195199.354298552,4109717.38886204,"A563.1"
"A563.1317",1317,5995293877,2018-04-19 20:38:03,-6.42801,37.0836,1.4,378,3,3.083333358,-50,31,"A563",1,195273.381415819,4109646.92276137,"A563.1"
"A563.1318",1318,5995293878,2018-04-19 20:38:34,-6.42729,37.08337,2,427,4,2.055555572,-52,31,"A563",1,195336.483611542,4109619.0829119,"A563.1"
"A563.1319",1319,5995293879,2018-04-19 20:39:05,-6.42681,37.08189,3.2,434,4,2.055555572,-32,31,"A563",1,195373.235460165,4109453.27740555,"A563.1"
"A563.1320",1320,5995293880,2018-04-19 20:39:36,-6.42552,37.08097,3.2,431,4,5.13888893,-32,30,"A563",1,195484.262428128,4109347.02626181,"A563.1"
"A563.1321",1321,5995293881,2018-04-19 20:40:06,-6.42416,37.08049,3.3,429,4,4.111111144,-14,30,"A563",1,195603.278860711,4109289.38746635,"A563.1"
"A563.1322",1322,5995293882,2018-04-19 20:40:36,-6.42257,37.07989,3.3,422,4,5.13888893,-14,30,"A563",1,195742.269603212,4109217.69420205,"A563.1"
"A563.1323",1323,5995293883,2018-04-19 20:41:06,-6.42118,37.07911,3.3,393,4,5.13888893,-12,30,"A563",1,195862.757029403,4109126.66637432,"A563.1"
"A563.1324",1324,5995293884,2018-04-19 20:41:36,-6.41932,37.0792,3.3,415,4,4.111111144,-14,29,"A563",1,196028.521784986,4109130.69517856,"A563.1"
"A563.1325",1325,5995293885,2018-04-19 20:42:05,-6.41766,37.07848,3.3,426,4,5.13888893,-8,31,"A563",1,196173.263614887,4109045.46649289,"A563.1"
"A563.1326",1326,5995293886,2018-04-19 20:42:36,-6.41678,37.07734,3.3,416,4,6.166666716,-14,29,"A563",1,196246.965746674,4108916.12168821,"A563.1"
"A563.1327",1327,5995293887,2018-04-19 20:43:05,-6.41521,37.07765,3.3,393,4,2.055555572,-16,30,"A563",1,196387.822739664,4108945.50369207,"A563.1"
"A563.1328",1328,5995293888,2018-04-19 20:43:35,-6.41351,37.07746,3.3,395,4,4.111111144,-18,31,"A563",1,196538.243572167,4108918.97779021,"A563.1"
"A563.1329",1329,5995293889,2018-04-19 20:44:06,-6.41207,37.07842,3.3,402,4,4.111111144,-18,30,"A563",1,196670.131596903,4109020.92288821,"A563.1"
"A563.1330",1330,5995293890,2018-04-19 20:44:36,-6.41036,37.07816,3.3,418,4,5.13888893,-12,30,"A563",1,196821.161587028,4108986.60081396,"A563.1"
"A563.1331",1331,5995293891,2018-04-19 20:45:06,-6.40865,37.07762,3.3,424,4,5.13888893,-10,30,"A563",1,196971.076568996,4108921.20467412,"A563.1"
"A563.1332",1332,5995293892,2018-04-19 20:45:36,-6.40678,37.07757,3.3,399,4,4.111111144,0,33,"A563",1,197137.174252846,4108909.68510678,"A563.1"
"A563.1333",1333,5995293893,2018-04-19 20:46:09,-6.40458,37.07824,3.3,390,4,7.194444502,-8,26,"A563",1,197335.484827617,4108977.02799285,"A563.1"
"A563.1334",1334,5995293894,2018-04-19 20:46:35,-6.40309,37.07912,3.3,405,4,4.111111144,-6,31,"A563",1,197471.489220904,4109069.94638031,"A563.1"
"A563.1335",1335,5995293895,2018-04-19 20:47:06,-6.40148,37.07881,3.3,399,4,5.13888893,-16,30,"A563",1,197613.428554487,4109030.40802053,"A563.1"
"A563.1336",1336,5995293896,2018-04-19 20:47:36,-6.39973,37.07917,3.3,380,4,6.166666716,-4,29,"A563",1,197770.48230607,4109064.7884722,"A563.1"
"A563.1337",1337,5995293897,2018-04-19 20:48:05,-6.39825,37.0788,3.3,387,4,5.13888893,-4,30,"A563",1,197900.623692327,4109019.00979954,"A563.1"
"A563.1338",1338,5995293898,2018-04-19 20:48:35,-6.39633,37.07923,18.4,419,3,10.27777786,-4,31,"A563",1,198073.071490791,4109060.62377122,"A563.1"
"A563.1339",1339,5995293899,2018-04-19 20:49:06,-6.3942,37.0791,3.3,407,4,5.13888893,8,30,"A563",1,198261.969193043,4109039.41990687,"A563.1"
"A563.1340",1340,5995293900,2018-04-19 20:49:36,-6.39254,37.07959,3.3,394,4,5.13888893,4,29,"A563",1,198411.531298721,4109088.52675812,"A563.1"
"A563.1341",1341,5995293901,2018-04-19 20:50:05,-6.39123,37.07913,3.3,413,4,4.111111144,-26,31,"A563",1,198526.200406764,4109033.30931315,"A563.1"
"A563.1342",1342,5995293902,2018-04-19 20:50:36,-6.39007,37.07824,3.3,418,4,4.111111144,-46,29,"A563",1,198625.827350442,4108930.84501219,"A563.1"
"A563.1343",1343,5995293903,2018-04-19 20:51:05,-6.38936,37.07745,3.3,383,4,3.083333358,-54,30,"A563",1,198685.835163237,4108840.90966222,"A563.1"
"A563.1344",1344,5995293904,2018-04-19 20:51:35,-6.38808,37.0777,3.3,386,4,4.111111144,-36,31,"A563",1,198800.654044999,4108864.59303333,"A563.1"
"A563.1345",1345,5995293905,2018-04-19 20:52:06,-6.38684,37.07689,3.3,409,4,6.166666716,-10,30,"A563",1,198907.717385276,4108770.75752701,"A563.1"
"A563.1346",1346,5995293906,2018-04-19 20:52:36,-6.385,37.07652,3.3,383,4,6.166666716,-12,30,"A563",1,199069.882549543,4108723.85536046,"A563.1"
"A563.1347",1347,5995293907,2018-04-19 20:53:06,-6.38312,37.07599,3.3,413,4,7.194444502,12,29,"A563",1,199234.973546672,4108659.0715789,"A563.1"
"A563.1348",1348,5995293908,2018-04-19 20:53:35,-6.38138,37.07539,3.3,381,4,7.194444502,-4,31,"A563",1,199387.339783439,4108586.96551435,"A563.1"
"A563.1349",1349,5995293909,2018-04-19 20:54:06,-6.37987,37.07398,3.3,387,4,6.166666716,-6,30,"A563",1,199516.053419156,4108425.69049441,"A563.1"
"A563.1350",1350,5995293910,2018-04-19 20:54:36,-6.37878,37.07291,3.3,419,4,6.166666716,-26,29,"A563",1,199608.762951605,4108303.48291475,"A563.1"
"A563.1351",1351,5995293911,2018-04-19 20:55:05,-6.37911,37.07165,3.3,417,4,5.13888893,-4,30,"A563",1,199574.437236178,4108164.68295679,"A563.1"
"A563.1352",1352,5995293912,2018-04-19 20:55:35,-6.38141,37.07078,3.3,439,4,9.250000074,-2,30,"A563",1,199366.447287115,4108075.40674027,"A563.1"
"A563.1353",1353,5995293913,2018-04-19 20:56:05,-6.38274,37.06955,3.3,432,4,9.250000074,-2,30,"A563",1,199243.298061482,4107943.10552395,"A563.1"
"A563.1354",1354,5995293914,2018-04-19 20:56:35,-6.38439,37.06894,3.3,422,4,5.13888893,-22,31,"A563",1,199094.137516453,4107880.63282236,"A563.1"
"A563.1355",1355,5995293915,2018-04-19 20:57:06,-6.38517,37.06861,3.3,421,4,1.027777786,-58,29,"A563",1,199023.459658586,4107846.48001129,"A563.1"
"A563.1356",1356,5995293916,2018-04-19 20:57:35,-6.38509,37.06827,3.3,425,4,1.027777786,-126,30,"A563",1,199029.229328164,4107808.49044985,"A563.1"
"A563.1357",1357,5995293917,2018-04-19 20:58:05,-6.38659,37.06794,3.3,423,4,7.194444502,-48,30,"A563",1,198894.514072319,4107776.62203235,"A563.1"
